,baseline_short_slightly_freer,long_freer_probe,long_neutral_push,long_continuation_push,long_trend_capture,long_balanced_capture
2020-01-16 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-16 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-16 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-17 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-17 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-17 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-17 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-17 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-17 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-18 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-18 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-18 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-18 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-18 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-18 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-19 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-19 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-19 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-19 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-19 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-19 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-20 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-20 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-20 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-20 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-20 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-20 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-21 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-21 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-21 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-21 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-21 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-21 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-22 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-22 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-22 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-22 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-22 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-22 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-23 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-23 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-23 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-23 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-23 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-23 20:00:00+00:00,9998.179738708188,9998.179738708188,9998.179738708188,9998.179738708188,9998.179738708188,9998.179738708188
2020-01-24 00:00:00+00:00,9988.069174666758,9988.069174666758,9988.069174666758,9988.069174666758,9988.069174666758,9988.069174666758
2020-01-24 04:00:00+00:00,10013.649282302073,10013.649282302073,10013.649282302073,10013.649282302073,10013.649282302073,10013.649282302073
2020-01-24 08:00:00+00:00,10010.444097888723,10010.444097888723,10010.444097888723,10010.444097888723,10010.444097888723,10010.444097888723
2020-01-24 12:00:00+00:00,9989.042587708558,9989.042587708558,9989.042587708558,9989.042587708558,9989.042587708558,9989.042587708558
2020-01-24 16:00:00+00:00,9961.376766207419,9961.376766207419,9961.376766207419,9961.376766207419,9961.376766207419,9961.376766207419
2020-01-24 20:00:00+00:00,9962.71047638452,9962.71047638452,9962.71047638452,9962.71047638452,9962.71047638452,9962.71047638452
2020-01-25 00:00:00+00:00,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162
2020-01-25 04:00:00+00:00,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162
2020-01-25 08:00:00+00:00,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162
2020-01-25 12:00:00+00:00,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162
2020-01-25 16:00:00+00:00,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162
2020-01-25 20:00:00+00:00,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162
2020-01-26 00:00:00+00:00,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162
2020-01-26 04:00:00+00:00,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162
2020-01-26 08:00:00+00:00,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162
2020-01-26 12:00:00+00:00,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162
2020-01-26 16:00:00+00:00,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162
2020-01-26 20:00:00+00:00,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162
2020-01-27 00:00:00+00:00,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162
2020-01-27 04:00:00+00:00,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162
2020-01-27 08:00:00+00:00,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162
2020-01-27 12:00:00+00:00,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162
2020-01-27 16:00:00+00:00,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162,9961.247875396162
2020-01-27 20:00:00+00:00,10417.18124358924,10417.18124358924,10417.18124358924,10417.18124358924,10417.18124358924,10417.18124358924
2020-01-28 00:00:00+00:00,10347.900551516337,10347.900551516337,10347.900551516337,10347.900551516337,10347.900551516337,10347.900551516337
2020-01-28 04:00:00+00:00,11002.367607219268,11002.367607219268,11002.367607219268,11002.367607219268,11002.367607219268,11002.367607219268
2020-01-28 08:00:00+00:00,10994.822574056887,10994.822574056887,10994.822574056887,10994.822574056887,10994.822574056887,10994.822574056887
2020-01-28 12:00:00+00:00,11104.147772067043,11104.147772067043,11104.147772067043,11104.147772067043,11104.147772067043,11104.147772067043
2020-01-28 16:00:00+00:00,11145.91065182024,11145.91065182024,11145.91065182024,11145.91065182024,11145.91065182024,11145.91065182024
2020-01-28 20:00:00+00:00,10815.792282762905,10815.792282762905,10815.792282762905,10815.792282762905,10815.792282762905,10815.792282762905
2020-01-29 00:00:00+00:00,10916.438310628924,10916.438310628924,10916.438310628924,10916.438310628924,10916.438310628924,10916.438310628924
2020-01-29 04:00:00+00:00,10916.438310628924,10916.438310628924,10916.438310628924,10916.438310628924,10916.438310628924,10916.438310628924
2020-01-29 08:00:00+00:00,10916.438310628924,10916.438310628924,10916.438310628924,10916.438310628924,10916.438310628924,10916.438310628924
2020-01-29 12:00:00+00:00,10916.438310628924,10916.438310628924,10916.438310628924,10916.438310628924,10916.438310628924,10916.438310628924
2020-01-29 16:00:00+00:00,10916.438310628924,10916.438310628924,10916.438310628924,10916.438310628924,10916.438310628924,10916.438310628924
2020-01-29 20:00:00+00:00,11022.548845784846,11022.548845784846,11022.548845784846,11022.548845784846,11022.548845784846,11022.548845784846
2020-01-30 00:00:00+00:00,10917.024621691757,10917.024621691757,10917.024621691757,10917.024621691757,10917.024621691757,10917.024621691757
2020-01-30 04:00:00+00:00,10890.110800495062,10890.110800495062,10890.110800495062,10890.110800495062,10890.110800495062,10890.110800495062
2020-01-30 08:00:00+00:00,11014.104476764162,11014.104476764162,11014.104476764162,11014.104476764162,11014.104476764162,11014.104476764162
2020-01-30 12:00:00+00:00,10832.1300217687,10832.1300217687,10832.1300217687,10832.1300217687,10832.1300217687,10832.1300217687
2020-01-30 16:00:00+00:00,10893.36930201985,10893.36930201985,10893.36930201985,10893.36930201985,10893.36930201985,10893.36930201985
2020-01-30 20:00:00+00:00,11273.709323045261,11273.709323045261,11273.709323045261,11273.709323045261,11273.709323045261,11273.709323045261
2020-01-31 00:00:00+00:00,11296.237708945091,11296.237708945091,11296.237708945091,11296.237708945091,11296.237708945091,11296.237708945091
2020-01-31 04:00:00+00:00,11045.02539877767,11045.02539877767,11045.02539877767,11045.02539877767,11045.02539877767,11045.02539877767
2020-01-31 08:00:00+00:00,10986.346285650037,10986.346285650037,10986.346285650037,10986.346285650037,10986.346285650037,10986.346285650037
2020-01-31 12:00:00+00:00,10869.154526144583,10869.154526144583,10869.154526144583,10869.154526144583,10869.154526144583,10869.154526144583
2020-01-31 16:00:00+00:00,10814.514663820559,10814.514663820559,10814.514663820559,10814.514663820559,10814.514663820559,10814.514663820559
2020-01-31 20:00:00+00:00,10814.514663820559,10814.514663820559,10814.514663820559,10814.514663820559,10814.514663820559,10814.514663820559
2020-02-01 00:00:00+00:00,10814.514663820559,10814.514663820559,10814.514663820559,10814.514663820559,10814.514663820559,10814.514663820559
2020-02-01 04:00:00+00:00,10814.514663820559,10814.514663820559,10814.514663820559,10814.514663820559,10814.514663820559,10814.514663820559
2020-02-01 08:00:00+00:00,10814.514663820559,10814.514663820559,10814.514663820559,10814.514663820559,10814.514663820559,10814.514663820559
2020-02-01 12:00:00+00:00,10814.514663820559,10814.514663820559,10814.514663820559,10814.514663820559,10814.514663820559,10814.514663820559
2020-02-01 16:00:00+00:00,10789.38061185589,10789.38061185589,10789.38061185589,10789.38061185589,10789.38061185589,10789.38061185589
2020-02-01 20:00:00+00:00,10813.566617913402,10813.566617913402,10813.566617913402,10813.566617913402,10813.566617913402,10813.566617913402
2020-02-02 00:00:00+00:00,10829.842486942842,10829.842486942842,10829.842486942842,10829.842486942842,10829.842486942842,10829.842486942842
2020-02-02 04:00:00+00:00,10720.99173449625,10720.99173449625,10720.99173449625,10720.99173449625,10720.99173449625,10720.99173449625
2020-02-02 08:00:00+00:00,10696.254551319902,10696.254551319902,10696.254551319902,10696.254551319902,10696.254551319902,10696.254551319902
2020-02-02 12:00:00+00:00,10790.062838694654,10806.980396920912,10802.814664740423,10815.169847684838,10819.572269193772,10813.181657325966
2020-02-02 16:00:00+00:00,10809.08418725191,10827.02309241888,10822.602065898114,10835.69251629602,10840.340947948214,10833.577752799321
2020-02-02 20:00:00+00:00,10768.83699824963,10782.704080187423,10779.100883142495,10791.111577846668,10795.743659403042,10789.013489130522
2020-02-03 00:00:00+00:00,10667.079527253829,10681.600562076703,10677.844801822426,10689.943317863415,10694.46503557752,10687.842189780207
2020-02-03 04:00:00+00:00,10678.955157994784,10693.47475910112,10689.718998846842,10701.87103346788,10706.391316946103,10699.769905384672
2020-02-03 08:00:00+00:00,10674.421246577924,10688.94084768426,10685.185087429982,10697.31807200305,10701.838355481274,10695.216943919842
2020-02-03 12:00:00+00:00,10668.98770827529,10683.507309381626,10679.751549127348,10691.861703707547,10696.38198718577,10689.76057562434
2020-02-03 16:00:00+00:00,10649.47840712087,10663.998008227205,10660.242247972928,10672.270430699538,10676.790714177761,10670.16930261633
2020-02-03 20:00:00+00:00,10673.53793901382,10688.08937773414,10684.301779865878,10696.375002809436,10700.927123901643,10694.273874726226
2020-02-04 00:00:00+00:00,10680.986400529811,10674.332917947419,10691.750241381867,10703.834466960829,10687.149757641082,10680.517414939506
2020-02-04 04:00:00+00:00,10667.703007100588,10663.0148741571,10678.466847952644,10690.531452566422,10675.814513176309,10669.199371149187
2020-02-04 08:00:00+00:00,10666.443638798928,10651.285068493913,10677.196593443943,10689.263027027102,10664.031986901924,10657.469565486
2020-02-04 12:00:00+00:00,10643.226413051889,10651.285068493913,10653.882224492943,10665.948658076102,10664.031986901924,10657.469565486
2020-02-04 16:00:00+00:00,10644.046979066166,10651.285068493913,10654.706093696943,10666.772527280102,10664.031986901924,10657.469565486
2020-02-04 20:00:00+00:00,10644.046979066166,10651.285068493913,10654.706093696943,10666.772527280102,10664.031986901924,10657.469565486
2020-02-05 00:00:00+00:00,10644.046979066166,10651.285068493913,10654.706093696943,10666.772527280102,10664.031986901924,10657.469565486
2020-02-05 04:00:00+00:00,10644.046979066166,10651.285068493913,10654.706093696943,10666.772527280102,10664.031986901924,10657.469565486
2020-02-05 08:00:00+00:00,10644.046979066166,10651.285068493913,10654.706093696943,10666.772527280102,10664.031986901924,10657.469565486
2020-02-05 12:00:00+00:00,10644.046979066166,10651.285068493913,10654.706093696943,10666.772527280102,10664.031986901924,10657.469565486
2020-02-05 16:00:00+00:00,10644.046979066166,10651.285068493913,10654.706093696943,10666.772527280102,10664.031986901924,10657.469565486
2020-02-05 20:00:00+00:00,10644.046979066166,10651.285068493913,10654.706093696943,10666.772527280102,10664.031986901924,10657.469565486
2020-02-06 00:00:00+00:00,10644.046979066166,10651.285068493913,10654.706093696943,10666.772527280102,10664.031986901924,10657.469565486
2020-02-06 04:00:00+00:00,10680.602164111126,10687.867656226312,10691.302382773061,10703.409920387381,10700.655678665482,10694.07955590584
2020-02-06 08:00:00+00:00,10658.787172341774,10666.033179379654,10669.462813879958,10681.545773260346,10678.796624139903,10672.225593704257
2020-02-06 12:00:00+00:00,10719.147601042816,10726.457549212797,10729.887183713101,10742.034084225586,10739.284935105143,10732.713904669497
2020-02-06 16:00:00+00:00,10801.118232721697,10808.515014187948,10811.944648688252,10824.178382497008,10821.429233376564,10814.858202940919
2020-02-06 20:00:00+00:00,10760.034819665434,10767.388080567007,10770.817715067311,10783.007928311388,10780.258779190945,10773.687748755301
2020-02-07 00:00:00+00:00,10782.135729172473,10789.512402054457,10792.942036554761,10805.155661779248,10802.406512658805,10795.83548222316
2020-02-07 04:00:00+00:00,10786.669002235732,10794.050477313756,10797.48011181406,10809.69853923459,10806.949390114147,10800.378359678502
2020-02-07 08:00:00+00:00,10805.352763978291,10812.754031176806,10816.18366567711,10828.42188521813,10825.672736097686,10819.10170566204
2020-02-07 12:00:00+00:00,10812.00480130955,10819.41311515778,10822.842749658084,10835.08801584882,10832.338866728376,10825.76783629273
2020-02-07 16:00:00+00:00,10806.07452469019,10813.47655646573,10816.906190966034,10829.145175084079,10826.396025963635,10819.82499552799
2020-02-07 20:00:00+00:00,10688.482092828835,10695.807817583709,10699.237452084013,10711.305287315625,10708.603559128065,10702.12737055819
2020-02-08 00:00:00+00:00,10726.562315748068,10733.927339049926,10737.35697355023,10749.468057129834,10746.76435404117,10740.24886855049
2020-02-08 04:00:00+00:00,10427.987216913227,10435.14319451464,10438.467290231309,10450.263789326838,10447.665625021798,10441.253646447936
2020-02-08 08:00:00+00:00,10480.618533497696,10487.833209864999,10491.162524132771,10503.022939373182,10500.419557103025,10493.954098607472
2020-02-08 12:00:00+00:00,10557.081258615222,10564.355413349855,10567.706732264849,10579.64863051981,10577.023243602434,10570.498306739551
2020-02-08 16:00:00+00:00,10589.072879587255,10596.3824447976,10599.749510289439,10611.74647760348,10609.101428566726,10602.545000306678
2020-02-08 20:00:00+00:00,10611.962416195187,10619.29503229839,10622.66209779023,10634.705166889988,10632.037066960374,10625.480638700326
2020-02-09 00:00:00+00:00,10639.801493989698,10647.162145417971,10650.52921090981,10662.628350659708,10659.932215405026,10653.375787144978
2020-02-09 04:00:00+00:00,10790.677754927263,10798.190346195353,10801.557411687192,10813.960431116722,10811.112356022224,10804.555927762176
2020-02-09 08:00:00+00:00,10795.59486705264,10803.112244783762,10806.479310275601,10818.891901883117,10816.039040824264,10809.482612564216
2020-02-09 12:00:00+00:00,10795.59486705264,10803.112244783762,10806.479310275601,10818.891901883117,10816.039040824264,10809.482612564216
2020-02-09 16:00:00+00:00,10795.59486705264,10803.112244783762,10806.479310275601,10818.891901883117,10816.039040824264,10809.482612564216
2020-02-09 20:00:00+00:00,10795.59486705264,10803.112244783762,10806.479310275601,10818.891901883117,10816.039040824264,10809.482612564216
2020-02-10 00:00:00+00:00,10856.732884195053,10864.312142510327,10867.679208002166,10880.153680193835,10877.300819134982,10870.744390874934
2020-02-10 04:00:00+00:00,10758.780567378208,10766.29031197095,10769.585454222117,10781.990412691252,10779.137551632399,10772.65304661302
2020-02-10 08:00:00+00:00,10619.63509747781,10627.15040316027,10630.30965407104,10642.578721199778,10639.867311793978,10633.377246461943
2020-02-10 12:00:00+00:00,10612.06064625255,10619.57595193501,10622.735202845779,10634.971480142372,10632.260070736573,10625.802795236683
2020-02-10 16:00:00+00:00,10612.06064625255,10619.57595193501,10622.735202845779,10634.971480142372,10632.260070736573,10625.802795236683
2020-02-10 20:00:00+00:00,10612.06064625255,10619.57595193501,10622.735202845779,10634.971480142372,10632.260070736573,10625.802795236683
2020-02-11 00:00:00+00:00,10612.06064625255,10619.57595193501,10622.735202845779,10634.971480142372,10632.260070736573,10625.802795236683
2020-02-11 04:00:00+00:00,10612.06064625255,10619.57595193501,10622.735202845779,10634.971480142372,10632.260070736573,10625.802795236683
2020-02-11 08:00:00+00:00,10612.06064625255,10619.57595193501,10622.735202845779,10634.971480142372,10632.260070736573,10625.802795236683
2020-02-11 12:00:00+00:00,10612.06064625255,10619.57595193501,10622.735202845779,10634.971480142372,10632.260070736573,10625.802795236683
2020-02-11 16:00:00+00:00,10612.06064625255,10619.57595193501,10622.735202845779,10634.971480142372,10632.260070736573,10625.802795236683
