,baseline,lighter_short_010,trend_scale_155,breakout_022_exit3,confirm3_trail16,trail16_short010,breakout018_trend165,governor_earlier_short010,balanced_local_best
2020-01-07 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-07 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-07 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-07 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-08 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-08 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-08 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-08 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-08 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-08 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-09 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-09 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-09 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-09 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-09 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-09 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-10 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-10 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-10 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-10 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-10 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-10 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-11 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-11 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-11 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-11 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-11 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-11 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-12 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-12 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-12 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-12 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-12 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-12 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-13 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-13 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-13 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-13 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-13 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-13 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-14 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-14 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-14 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-14 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-14 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-14 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-15 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-15 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-15 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-15 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-15 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-15 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-16 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-16 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-16 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-16 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-16 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-16 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-17 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-17 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-17 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-17 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-17 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-17 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-18 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-18 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-18 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-18 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-18 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-18 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-19 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-19 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-19 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-19 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-19 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-19 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-20 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-20 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-20 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-20 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-20 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-20 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-21 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-21 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-21 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-21 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-21 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-21 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-22 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-22 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-22 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-22 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-22 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-22 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-23 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-23 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-23 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-23 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-23 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-23 20:00:00+00:00,9998.179738708188,9998.484151006136,9998.241863666954,9998.179738708188,10000.0,9998.484151006136,9998.1238262453,9998.484151006136,9998.484151006136
2020-01-24 00:00:00+00:00,9988.069174666758,9990.064432145697,9988.476370070624,9988.069174666758,10000.0,9990.064432145697,9987.70269880328,9990.064432145697,9990.064432145697
2020-01-24 04:00:00+00:00,10013.649282302073,10011.366637821522,10013.183436489717,10013.649282302073,10000.0,10011.366637821522,10014.068543533196,10011.366637821522,10011.366637821522
2020-01-24 08:00:00+00:00,10010.444097888723,10008.697474009721,10010.087644035866,10010.444097888723,10000.0,10008.697474009721,10010.764906356295,10008.697474009721,10008.697474009721
2020-01-24 12:00:00+00:00,9989.042587708558,9990.875055975728,9989.41656082431,9989.042587708558,10000.0,9990.875055975728,9988.706011904385,9990.875055975728,9990.875055975728
2020-01-24 16:00:00+00:00,9961.376766207419,9967.835941824607,9962.694965312969,9961.376766207419,10000.0,9967.835941824607,9960.190387012424,9967.835941824607,9967.835941824607
2020-01-24 20:00:00+00:00,9962.71047638452,9968.946608320215,9963.9831563714,9959.776353128222,10000.0,9968.946608320215,9961.56506439633,9968.946608320215,9966.50737117069
2020-01-25 00:00:00+00:00,9961.247875396162,9967.736863792836,9962.572358874766,9959.776353128222,10000.0,9967.736863792836,9960.05575550575,9967.736863792836,9966.50737117069
2020-01-25 04:00:00+00:00,9961.247875396162,9967.736863792836,9962.572358874766,9959.776353128222,10000.0,9967.736863792836,9960.05575550575,9967.736863792836,9966.50737117069
2020-01-25 08:00:00+00:00,9961.247875396162,9967.736863792836,9962.572358874766,9959.776353128222,10000.0,9967.736863792836,9960.05575550575,9967.736863792836,9966.50737117069
2020-01-25 12:00:00+00:00,9961.247875396162,9967.736863792836,9962.572358874766,9959.776353128222,10000.0,9967.736863792836,9960.05575550575,9967.736863792836,9966.50737117069
2020-01-25 16:00:00+00:00,9961.247875396162,9967.736863792836,9962.572358874766,9959.776353128222,10000.0,9967.736863792836,9960.05575550575,9967.736863792836,9966.50737117069
2020-01-25 20:00:00+00:00,9961.247875396162,9967.736863792836,9962.572358874766,9959.776353128222,10000.0,9967.736863792836,9960.05575550575,9967.736863792836,9966.50737117069
2020-01-26 00:00:00+00:00,9961.247875396162,9967.736863792836,9962.572358874766,9959.776353128222,10000.0,9967.736863792836,9960.05575550575,9967.736863792836,9966.50737117069
2020-01-26 04:00:00+00:00,9961.247875396162,9967.736863792836,9962.572358874766,9959.776353128222,10000.0,9967.736863792836,9960.05575550575,9967.736863792836,9966.50737117069
2020-01-26 08:00:00+00:00,9961.247875396162,9967.736863792836,9962.572358874766,9959.776353128222,10000.0,9967.736863792836,9960.05575550575,9967.736863792836,9966.50737117069
2020-01-26 12:00:00+00:00,9961.247875396162,9967.736863792836,9962.572358874766,9959.776353128222,10000.0,9967.736863792836,9960.05575550575,9967.736863792836,9966.50737117069
2020-01-26 16:00:00+00:00,9961.247875396162,9967.736863792836,9962.572358874766,9959.776353128222,10000.0,9967.736863792836,9960.05575550575,9967.736863792836,9966.50737117069
2020-01-26 20:00:00+00:00,9961.247875396162,9967.736863792836,9962.572358874766,9959.776353128222,10000.0,9967.736863792836,9960.05575550575,9967.736863792836,9966.50737117069
2020-01-27 00:00:00+00:00,9961.247875396162,9967.736863792836,9962.572358874766,9959.776353128222,10000.0,9967.736863792836,9960.05575550575,9967.736863792836,9966.50737117069
2020-01-27 04:00:00+00:00,9961.247875396162,9967.736863792836,9962.572358874766,9959.776353128222,10000.0,9967.736863792836,9960.05575550575,9967.736863792836,9966.50737117069
2020-01-27 08:00:00+00:00,9961.247875396162,9967.736863792836,9962.572358874766,9959.776353128222,10000.0,9967.736863792836,9960.05575550575,9967.736863792836,9966.50737117069
2020-01-27 12:00:00+00:00,9961.247875396162,9967.736863792836,9962.572358874766,9959.776353128222,10000.0,9967.736863792836,9960.05575550575,9967.736863792836,9966.50737117069
2020-01-27 16:00:00+00:00,9961.247875396162,9967.736863792836,9962.572358874766,9959.776353128222,10000.0,9967.736863792836,9960.05575550575,9967.736863792836,9966.50737117069
2020-01-27 20:00:00+00:00,10417.18124358924,10423.972374708375,10404.305019112197,10415.7097213213,10457.746224527844,10423.972374708375,10430.189831654478,10423.972374708375,10422.74288208623
2020-01-28 00:00:00+00:00,10347.900551516337,10354.645770977373,10337.182174969994,10346.429029248397,10388.19006250634,10354.645770977373,10358.751291650875,10354.645770977373,10353.416278355227
2020-01-28 04:00:00+00:00,11002.367607219268,11009.546535796078,10971.264902231547,11000.896084951328,11045.259372903916,11009.546535796078,11033.602675795182,11009.546535796078,11008.317043173933
2020-01-28 08:00:00+00:00,10994.822574056887,11001.982097094178,10964.580181321042,10993.351051788946,11037.617312043953,11001.982097094178,11025.197330380917,11001.982097094178,11000.759072985205
2020-01-28 12:00:00+00:00,11104.147772067043,11111.38600955075,11070.048371457116,11102.636892575909,11147.37543950937,11111.38600955075,11138.418893488377,11111.38600955075,11110.123628218576
2020-01-28 16:00:00+00:00,11145.91065182024,11153.190116355634,11110.426325497303,11144.400356556329,11189.301466262783,11153.190116355634,11181.607054677599,11153.190116355634,11151.928319606108
2020-01-28 20:00:00+00:00,10815.792282762905,10822.832877277271,10791.534847428167,10814.281987498993,10892.09551233563,10856.948073630409,10840.022924611036,10822.832877277271,10855.686276880882
2020-01-29 00:00:00+00:00,10916.438310628924,10923.586663203105,10888.840375439962,10914.928015365012,10993.495846620346,10958.025133735682,10944.00945233128,10923.586663203105,10956.655578926342
2020-01-29 04:00:00+00:00,10916.438310628924,10923.586663203105,10888.840375439962,10914.928015365012,10993.495846620346,10958.025133735682,10944.00945233128,10923.586663203105,10956.655578926342
2020-01-29 08:00:00+00:00,10916.438310628924,10923.586663203105,10888.840375439962,10914.928015365012,10993.495846620346,10958.025133735682,10944.00945233128,10923.586663203105,10956.655578926342
2020-01-29 12:00:00+00:00,10916.438310628924,10923.586663203105,10888.840375439962,10914.928015365012,10993.495846620346,10958.025133735682,10944.00945233128,10923.586663203105,10956.655578926342
2020-01-29 16:00:00+00:00,10916.438310628924,10923.586663203105,10888.840375439962,10914.928015365012,10993.495846620346,10958.025133735682,10944.00945233128,10923.586663203105,10956.655578926342
2020-01-29 20:00:00+00:00,11022.548845784846,11029.697198359027,10991.392040043434,11021.038550520934,11100.355617682048,11064.510286844492,11053.67885803965,11029.697198359027,11063.140732035152
2020-01-30 00:00:00+00:00,10917.024621691757,10924.172974265937,10889.407022054083,10915.514326427845,10994.086297567117,10958.613514740482,10944.61542784282,10924.172974265937,10957.243959931142
2020-01-30 04:00:00+00:00,10890.110800495062,10897.259153069243,10863.395870941658,10888.60050523115,10966.982440563208,10931.604675640183,10916.79893656186,10897.259153069243,10930.235120830843
2020-01-30 08:00:00+00:00,11014.104476764162,11021.252829338342,10983.230889048158,11012.59418150025,11091.85162381391,11056.036105400082,11044.95127099356,11021.252829338342,11054.666550590742
2020-01-30 12:00:00+00:00,10832.1300217687,10839.175208113389,10807.223245494864,10830.619726504789,10908.638089267955,10873.390527514624,10857.142771248002,10839.175208113389,10872.07255582003
2020-01-30 16:00:00+00:00,10893.36930201985,10900.42130978346,10866.433628062334,10891.859006755938,10970.297593313982,10934.843336219279,10920.416496693526,10900.42130978346,10933.521955606768
2020-01-30 20:00:00+00:00,11273.709323045261,11280.9830727566,11234.103197982924,11272.19902778135,11353.32765228818,11316.639247192943,11313.537839797622,11280.9830727566,11315.206995606572
2020-01-31 00:00:00+00:00,11296.237708945091,11303.526090128527,11255.891124102714,11294.72741368118,11376.01053915066,11339.249573490612,11336.810153396667,11303.526090128527,11337.81263918192
2020-01-31 04:00:00+00:00,11045.02539877767,11052.086295035708,11013.38946446193,11043.515103513759,11122.978349580062,11087.04957432375,11076.809443404762,11052.086295035708,11085.612640015057
2020-01-31 08:00:00+00:00,10986.346285650037,10993.336312706875,10956.728458999922,10984.835990386126,11063.881673392107,11028.162972369802,11016.036492739266,10993.336312706875,11026.72603806111
2020-01-31 12:00:00+00:00,10869.154526144583,10876.048797410902,10843.497138268081,10867.64423088067,10945.878674973826,10910.541922990957,10894.83587950363,10876.048797410902,10909.10498868227
2020-01-31 16:00:00+00:00,10814.514663820559,10821.407271958826,10790.729981891487,10813.004368556647,10903.545680950016,10868.357947744033,10838.321557601923,10821.407271958826,10866.921013435343
2020-01-31 20:00:00+00:00,10814.514663820559,10821.407271958826,10790.729981891487,10813.004368556647,10903.545680950016,10868.357947744033,10838.321557601923,10821.407271958826,10866.921013435343
2020-02-01 00:00:00+00:00,10814.514663820559,10821.407271958826,10790.729981891487,10813.004368556647,10903.545680950016,10868.357947744033,10838.321557601923,10821.407271958826,10866.921013435343
2020-02-01 04:00:00+00:00,10814.514663820559,10821.407271958826,10790.729981891487,10813.004368556647,10903.545680950016,10868.357947744033,10838.321557601923,10821.407271958826,10866.921013435343
2020-02-01 08:00:00+00:00,10814.514663820559,10821.407271958826,10790.729981891487,10787.253010683044,10903.545680950016,10868.357947744033,10838.321557601923,10821.407271958826,10841.052470770508
2020-02-01 12:00:00+00:00,10742.357010383681,10749.169443351464,10720.977583569174,10722.149569625653,10903.545680950016,10795.799418454728,10763.758649050484,10749.169443351464,10775.652768320364
2020-02-01 16:00:00+00:00,10726.983205028682,10733.778555990513,10706.116238392673,10707.134486395604,10878.191154845304,10780.340203069978,10747.872383516984,10733.778555990513,10760.569357066513
2020-02-01 20:00:00+00:00,10750.850974164385,10757.672844869701,10729.188415223854,10730.44534091814,10902.589318850693,10804.340570923103,10772.535744957211,10757.672844869701,10783.986290562989
2020-02-02 00:00:00+00:00,10766.912687022384,10773.752404075321,10744.714737653254,10746.13228047612,10919.007958661092,10820.491515519203,10789.132848243811,10773.752404075321,10799.744615511449
2020-02-02 04:00:00+00:00,10659.49418131851,10666.214544476223,10640.876848806176,10641.220206572003,10809.202375052688,10712.476240339196,10678.133725683143,10666.214544476223,10694.355126026427
2020-02-02 08:00:00+00:00,10644.824932254018,10651.54403104532,10626.708921155872,10628.288705829058,10787.371381402409,10700.832772633228,10663.020655502527,10651.54403104532,10684.44477502178
2020-02-02 12:00:00+00:00,10773.349815353502,10780.116252010492,10751.162747806238,10756.624237465796,10917.553089800951,10829.97304798665,10795.616595051133,10780.116252010492,10813.395698912454
2020-02-02 16:00:00+00:00,10794.34741947202,10801.13104797716,10771.484304322985,10777.59686914133,10938.816552707543,10851.077345654514,10817.289287560186,10801.13104797716,10834.460431206662
2020-02-02 20:00:00+00:00,10749.947630815643,10756.698234444404,10728.549739421453,10772.686943156712,10893.82426438479,10806.430682137145,10771.39157495731,10756.698234444404,10829.528499766911
