,main_v43,xuyujian_v71_ref,wzy_v71_risk_adjusted
2020-01-07 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-07 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-07 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-07 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-07 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-08 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-08 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-08 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-08 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-08 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-08 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-09 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-09 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-09 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-09 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-09 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-09 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-10 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-10 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-10 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-10 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-10 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-10 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-11 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-11 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-11 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-11 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-11 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-11 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-12 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-12 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-12 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-12 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-12 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-12 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-13 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-13 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-13 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-13 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-13 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-13 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-14 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-14 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-14 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-14 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-14 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-14 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-15 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-15 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-15 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-15 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-15 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-15 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-16 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-16 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-16 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-16 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-16 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-16 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-17 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-17 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-17 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-17 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-17 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-17 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-18 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-18 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-18 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-18 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-18 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-18 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-19 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-19 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-19 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-19 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-19 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-19 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-20 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-20 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-20 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-20 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-20 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-20 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-21 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-21 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-21 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-21 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-21 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-21 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-22 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-22 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-22 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-22 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-22 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-22 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-23 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-23 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-23 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-23 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-23 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-23 20:00:00+00:00,10000.0,9997.583339104047,9999.136463073168
2020-01-24 00:00:00+00:00,10000.0,9993.380538608808,9994.339983886277
2020-01-24 04:00:00+00:00,10000.0,9993.380538608808,10006.47525679177
2020-01-24 08:00:00+00:00,10000.0,9991.185812904338,10004.954708554718
2020-01-24 12:00:00+00:00,10000.0,9986.653245784053,9994.801773691092
2020-01-24 16:00:00+00:00,10000.0,9986.653245784053,9981.677032432872
2020-01-24 20:00:00+00:00,10000.0,9986.653245784053,9982.309748182419
2020-01-25 00:00:00+00:00,10000.0,9986.653245784053,9981.632629975857
2020-01-25 04:00:00+00:00,10000.0,9986.653245784053,9981.632629975857
2020-01-25 08:00:00+00:00,10000.0,9986.653245784053,9981.632629975857
2020-01-25 12:00:00+00:00,10000.0,9986.653245784053,9981.632629975857
2020-01-25 16:00:00+00:00,10000.0,9986.653245784053,9981.632629975857
2020-01-25 20:00:00+00:00,10000.0,9986.653245784053,9981.632629975857
2020-01-26 00:00:00+00:00,10000.0,9986.653245784053,9981.632629975857
2020-01-26 04:00:00+00:00,10000.0,9986.653245784053,9981.632629975857
2020-01-26 08:00:00+00:00,10000.0,9986.653245784053,9981.632629975857
2020-01-26 12:00:00+00:00,10000.0,9986.653245784053,9981.632629975857
2020-01-26 16:00:00+00:00,10000.0,9986.653245784053,9981.632629975857
2020-01-26 20:00:00+00:00,10000.0,9986.653245784053,9981.632629975857
2020-01-27 00:00:00+00:00,10037.405863555148,9986.653245784053,9981.632629975857
2020-01-27 04:00:00+00:00,10081.040095818455,9986.653245784053,9981.632629975857
2020-01-27 08:00:00+00:00,10071.858198452745,9986.653245784053,9981.632629975857
2020-01-27 12:00:00+00:00,10130.667464239325,9986.653245784053,9981.632629975857
2020-01-27 16:00:00+00:00,10241.972954622548,9986.653245784053,9981.632629975857
2020-01-27 20:00:00+00:00,10639.59576412083,10472.347672139504,10307.493556149637
2020-01-28 00:00:00+00:00,10579.221933719327,10398.544681743751,10257.977832888786
2020-01-28 04:00:00+00:00,11106.329580315754,11042.898706005162,10725.73311425102
2020-01-28 08:00:00+00:00,10857.836667321451,10739.790006129744,10723.307320751845
2020-01-28 12:00:00+00:00,10946.974041123232,10847.722534909071,10797.919447895192
2020-01-28 16:00:00+00:00,10904.933046489678,10788.012159746762,10827.077879460936
2020-01-28 20:00:00+00:00,10866.036476493384,10740.458597256586,10598.359834328954
2020-01-29 00:00:00+00:00,11118.789421711705,11098.626799599891,10668.725847387317
2020-01-29 04:00:00+00:00,10908.388530651984,10847.273330938746,10668.725847387317
2020-01-29 08:00:00+00:00,10939.544453133434,10887.200606420745,10668.725847387317
2020-01-29 12:00:00+00:00,10883.52104944371,10807.425963322443,10668.725847387317
2020-01-29 16:00:00+00:00,10864.07483978731,10779.735492326683,10668.725847387317
2020-01-29 20:00:00+00:00,10952.091244489822,10905.06663626834,10742.61923859475
2020-01-30 00:00:00+00:00,10874.32184721027,10794.32674002237,10669.13414344078
2020-01-30 04:00:00+00:00,10854.486859832301,10766.082668175179,10650.391861954291
2020-01-30 08:00:00+00:00,10945.867901036801,10896.20489331548,10736.738738014592
2020-01-30 12:00:00+00:00,10788.40138997886,10705.453715237069,10610.065975814563
2020-01-30 16:00:00+00:00,10835.206358031686,10769.724708756285,10652.961911817993
2020-01-30 20:00:00+00:00,11162.662520373131,11169.124021014866,10918.446023256858
2020-01-31 00:00:00+00:00,11181.400408368721,11192.763182197858,10934.290135261557
2020-01-31 04:00:00+00:00,10965.289323061977,10928.984665214124,10760.808513962129
2020-01-31 08:00:00+00:00,10922.878553615781,10867.229915244074,10720.293121417792
2020-01-31 12:00:00+00:00,10822.120111031874,10752.736662712643,10638.746384997497
2020-01-31 16:00:00+00:00,10823.85837782907,10755.494665697228,10600.73906276947
2020-01-31 20:00:00+00:00,10801.190742129602,10723.235494765178,10600.73906276947
2020-02-01 00:00:00+00:00,10830.509339763752,10729.302986154413,10600.73906276947
2020-02-01 04:00:00+00:00,10878.458150657345,10729.302986154413,10600.73906276947
2020-02-01 08:00:00+00:00,10870.791360127334,10729.302986154413,10600.73906276947
2020-02-01 12:00:00+00:00,10824.056125420608,10729.302986154413,10600.73906276947
2020-02-01 16:00:00+00:00,10813.277379666157,10702.818530081993,10583.156250101203
2020-02-01 20:00:00+00:00,10830.011337804634,10728.304003570229,10600.075846444068
2020-02-02 00:00:00+00:00,10841.272383152853,10745.454343633048,10611.461816225628
2020-02-02 04:00:00+00:00,10765.960075264917,10630.755250320357,10535.314031071106
2020-02-02 08:00:00+00:00,10787.559982466893,10655.90171212365,10518.089602040869
2020-02-02 12:00:00+00:00,10787.447004530703,10759.577736329089,10610.095809188571
2020-02-02 16:00:00+00:00,10787.447004530703,10779.825894892103,10625.00331628086
2020-02-02 20:00:00+00:00,10749.269530785934,10736.355904763714,10593.82291692505
2020-02-03 00:00:00+00:00,10675.656437146781,10628.625001170423,10523.137778821832
2020-02-03 04:00:00+00:00,10674.813236727783,10627.317482788514,10531.513038868192
2020-02-03 08:00:00+00:00,10669.853463427486,10621.416624297904,10528.331680857202
2020-02-03 12:00:00+00:00,10665.401614818185,10616.120065952478,10524.519072048211
2020-02-03 16:00:00+00:00,10649.417103368134,10597.1025959196,10510.82977249868
2020-02-03 20:00:00+00:00,10673.704863683215,10622.260903912169,10518.351488729038
2020-02-04 00:00:00+00:00,10681.428163761782,10630.115959774766,10514.860107597759
2020-02-04 04:00:00+00:00,10681.428163761782,10616.08696966857,10511.987594964045
2020-02-04 08:00:00+00:00,10681.428163761782,10614.744452514567,10503.183252893947
2020-02-04 12:00:00+00:00,10681.428163761782,10590.167221912054,10503.183252893947
2020-02-04 16:00:00+00:00,10681.428163761782,10591.033959245924,10503.183252893947
2020-02-04 20:00:00+00:00,10681.428163761782,10591.033959245924,10503.183252893947
2020-02-05 00:00:00+00:00,10681.428163761782,10591.033959245924,10503.183252893947
2020-02-05 04:00:00+00:00,10681.428163761782,10591.033959245924,10503.183252893947
2020-02-05 08:00:00+00:00,10681.428163761782,10591.033959245924,10503.183252893947
2020-02-05 12:00:00+00:00,10681.428163761782,10591.033959245924,10503.183252893947
2020-02-05 16:00:00+00:00,10681.428163761782,10591.033959245924,10503.183252893947
2020-02-05 20:00:00+00:00,10681.428163761782,10591.033959245924,10503.183252893947
2020-02-06 00:00:00+00:00,10681.428163761782,10591.033959245924,10503.183252893947
2020-02-06 04:00:00+00:00,10681.428163761782,10629.685449880044,10528.914376400106
2020-02-06 08:00:00+00:00,10681.428163761782,10606.578525232142,10513.688112930731
2020-02-06 12:00:00+00:00,10681.428163761782,10670.455716198607,10556.145024644176
2020-02-06 16:00:00+00:00,10681.428163761782,10757.202179172336,10613.802333367457
2020-02-06 20:00:00+00:00,10681.428163761782,10713.725135058772,10584.904678421102
2020-02-07 00:00:00+00:00,10689.964853575677,10737.113703488361,10600.450233413343
2020-02-07 04:00:00+00:00,10693.091083198751,10741.911097333908,10603.638891584957
2020-02-07 08:00:00+00:00,10705.975753637742,10761.683425703417,10616.780859590317
2020-02-07 12:00:00+00:00,10710.563122602412,10768.723028769016,10621.459835001288
2020-02-07 16:00:00+00:00,10706.473493281223,10762.447238151706,10617.288538735127
2020-02-07 20:00:00+00:00,10602.218376835723,10638.192031643732,10534.820798240595
2020-02-08 00:00:00+00:00,10630.322499677786,10678.602849078596,10560.794943938594
2020-02-08 04:00:00+00:00,10373.85678405877,10362.835206136737,10351.123428512765
2020-02-08 08:00:00+00:00,10421.514271942748,10418.395531431477,10394.991394268116
2020-02-08 12:00:00+00:00,10488.570527932647,10498.956151649603,10452.22506742813
2020-02-08 16:00:00+00:00,10514.294084339712,10533.620996023397,10474.813581763508
2020-02-08 20:00:00+00:00,10531.167337911722,10557.824433524233,10490.972257656924
2020-02-09 00:00:00+00:00,10551.689195862962,10587.261524847732,10510.625020530995
2020-02-09 04:00:00+00:00,10662.90915860848,10746.798356654826,10617.134848242207
2020-02-09 08:00:00+00:00,10718.891905053399,10827.101476555325,10620.643049813069
2020-02-09 12:00:00+00:00,10702.935084559358,10804.21259469912,10620.643049813069
2020-02-09 16:00:00+00:00,10693.405998448956,10790.543823639118,10620.643049813069
2020-02-09 20:00:00+00:00,10670.896581940538,10758.25572618852,10620.643049813069
2020-02-10 00:00:00+00:00,10724.826532048899,10835.61426118002,10663.52629463057
2020-02-10 04:00:00+00:00,10653.01282411865,10731.697859030628,10615.353284914865
2020-02-10 08:00:00+00:00,10432.364135399323,10593.718512558107,10515.255923582996
2020-02-10 12:00:00+00:00,10432.364135399323,10555.167591514179,10509.911180943525
2020-02-10 16:00:00+00:00,10432.364135399323,10554.625883587212,10509.911180943525
2020-02-10 20:00:00+00:00,10432.364135399323,10554.625883587212,10509.911180943525
2020-02-11 00:00:00+00:00,10432.364135399323,10554.625883587212,10509.911180943525
2020-02-11 04:00:00+00:00,10432.364135399323,10554.625883587212,10509.911180943525
2020-02-11 08:00:00+00:00,10432.364135399323,10554.625883587212,10509.911180943525
2020-02-11 12:00:00+00:00,10432.364135399323,10554.625883587212,10509.911180943525
2020-02-11 16:00:00+00:00,10432.364135399323,10554.625883587212,10509.911180943525
2020-02-11 20:00:00+00:00,10449.005888836968,10554.625883587212,10509.911180943525
2020-02-12 00:00:00+00:00,10432.448174111967,10554.625883587212,10509.911180943525
2020-02-12 04:00:00+00:00,10448.970911173918,10596.77365071198,10538.087570717622
2020-02-12 08:00:00+00:00,10506.155245561416,10679.30208210002,10593.259016534681
2020-02-12 12:00:00+00:00,10485.648754181237,10649.707113740145,10573.474353651085
2020-02-12 16:00:00+00:00,10466.606885549985,10622.225888931525,10555.102758795654
2020-02-12 20:00:00+00:00,10460.989148954699,10614.118371477209,10549.682766528524
2020-02-13 00:00:00+00:00,10467.72684418595,10623.84221323495,10556.183294887634
2020-02-13 04:00:00+00:00,10497.725450001544,10667.136201148016,10585.12594977852
2020-02-13 08:00:00+00:00,10468.053745282794,10624.313996897914,10556.49868906587
2020-02-13 12:00:00+00:00,10348.733391307327,10452.110862040521,10436.395608391811
2020-02-13 16:00:00+00:00,10409.595105219827,10539.94648755904,10436.395608391811
2020-02-13 20:00:00+00:00,10405.938560584083,10534.669362340737,10436.395608391811
2020-02-14 00:00:00+00:00,10389.331802652836,10510.702489294357,10436.395608391811
2020-02-14 04:00:00+00:00,10405.06619625204,10533.410366136732,10436.395608391811
2020-02-14 08:00:00+00:00,10319.51148581454,10409.937808033332,10351.240460569688
2020-02-14 12:00:00+00:00,10337.751619266068,10437.493640861287,10369.657483328054
2020-02-14 16:00:00+00:00,10318.540331379265,10409.912354593846,10351.256809382818
2020-02-14 20:00:00+00:00,10366.722651196163,10479.566296432535,10397.721399437973
2020-02-15 00:00:00+00:00,10365.917189061984,10478.401893953354,10396.944652531392
2020-02-15 04:00:00+00:00,10325.579900656683,10420.088986829116,10358.04541362361
2020-02-15 08:00:00+00:00,10295.582100370713,10376.723182850645,10329.11705363304
2020-02-15 12:00:00+00:00,10294.590112142885,10375.291147295922,10328.194250691206
2020-02-15 16:00:00+00:00,10256.293116434776,10321.382923692723,10309.49552192757
2020-02-15 20:00:00+00:00,10256.293116434776,10318.786655529688,10309.49552192757
2020-02-16 00:00:00+00:00,10256.293116434776,10318.786655529688,10309.49552192757
2020-02-16 04:00:00+00:00,10256.293116434776,10318.786655529688,10309.49552192757
2020-02-16 08:00:00+00:00,10256.293116434776,10318.786655529688,10309.49552192757
2020-02-16 12:00:00+00:00,10256.293116434776,10318.786655529688,10309.49552192757
2020-02-16 16:00:00+00:00,10256.293116434776,10318.786655529688,10309.49552192757
2020-02-16 20:00:00+00:00,10256.293116434776,10318.786655529688,10309.49552192757
2020-02-17 00:00:00+00:00,10256.293116434776,10318.786655529688,10309.49552192757
2020-02-17 04:00:00+00:00,10256.293116434776,10318.786655529688,10309.49552192757
2020-02-17 08:00:00+00:00,10256.293116434776,10318.786655529688,10309.49552192757
2020-02-17 12:00:00+00:00,10256.293116434776,10318.786655529688,10309.49552192757
2020-02-17 16:00:00+00:00,10256.293116434776,10318.786655529688,10309.49552192757
2020-02-17 20:00:00+00:00,10256.293116434776,10318.786655529688,10309.49552192757
2020-02-18 00:00:00+00:00,10256.293116434776,10318.786655529688,10309.49552192757
2020-02-18 04:00:00+00:00,10256.293116434776,10318.786655529688,10309.49552192757
2020-02-18 08:00:00+00:00,10256.293116434776,10318.786655529688,10309.49552192757
2020-02-18 12:00:00+00:00,10256.293116434776,10318.786655529688,10309.49552192757
2020-02-18 16:00:00+00:00,10256.293116434776,10318.786655529688,10309.49552192757
2020-02-18 20:00:00+00:00,10256.293116434776,10318.786655529688,10309.49552192757
2020-02-19 00:00:00+00:00,10256.293116434776,10318.786655529688,10309.49552192757
2020-02-19 04:00:00+00:00,10248.798971320475,10318.786655529688,10309.49552192757
2020-02-19 08:00:00+00:00,10239.841483318092,10318.786655529688,10309.49552192757
2020-02-19 12:00:00+00:00,10287.28466028697,10318.786655529688,10309.49552192757
2020-02-19 16:00:00+00:00,10252.891471347912,10318.786655529688,10309.49552192757
2020-02-19 20:00:00+00:00,10274.898006434043,10318.786655529688,10309.49552192757
2020-02-20 00:00:00+00:00,10111.34430335874,10318.786655529688,10309.49552192757
2020-02-20 04:00:00+00:00,10111.34430335874,10318.786655529688,10309.49552192757
2020-02-20 08:00:00+00:00,10111.34430335874,10318.786655529688,10309.49552192757
2020-02-20 12:00:00+00:00,10111.34430335874,10318.786655529688,10309.49552192757
2020-02-20 16:00:00+00:00,10111.34430335874,10318.786655529688,10309.49552192757
2020-02-20 20:00:00+00:00,10111.34430335874,10318.786655529688,10309.49552192757
2020-02-21 00:00:00+00:00,10111.34430335874,10318.786655529688,10309.49552192757
2020-02-21 04:00:00+00:00,10111.34430335874,10318.786655529688,10309.49552192757
2020-02-21 08:00:00+00:00,10111.34430335874,10318.786655529688,10309.49552192757
2020-02-21 12:00:00+00:00,10111.34430335874,10318.786655529688,10309.49552192757
2020-02-21 16:00:00+00:00,10111.34430335874,10318.786655529688,10309.49552192757
2020-02-21 20:00:00+00:00,10111.34430335874,10318.786655529688,10309.49552192757
2020-02-22 00:00:00+00:00,10111.34430335874,10318.786655529688,10309.49552192757
2020-02-22 04:00:00+00:00,10111.34430335874,10318.786655529688,10309.49552192757
2020-02-22 08:00:00+00:00,10111.34430335874,10318.786655529688,10309.49552192757
2020-02-22 12:00:00+00:00,10111.34430335874,10318.786655529688,10309.49552192757
2020-02-22 16:00:00+00:00,10111.34430335874,10318.786655529688,10309.49552192757
2020-02-22 20:00:00+00:00,10111.34430335874,10318.786655529688,10309.49552192757
2020-02-23 00:00:00+00:00,10111.34430335874,10318.786655529688,10309.49552192757
2020-02-23 04:00:00+00:00,10111.34430335874,10318.786655529688,10309.49552192757
2020-02-23 08:00:00+00:00,10111.34430335874,10318.786655529688,10309.49552192757
2020-02-23 12:00:00+00:00,10111.34430335874,10318.786655529688,10309.49552192757
2020-02-23 16:00:00+00:00,10117.29455437701,10318.786655529688,10309.49552192757
2020-02-23 20:00:00+00:00,10121.285697376226,10318.786655529688,10309.49552192757
2020-02-24 00:00:00+00:00,10130.413527790733,10318.786655529688,10309.49552192757
2020-02-24 04:00:00+00:00,10038.672836071075,10318.786655529688,10309.49552192757
2020-02-24 08:00:00+00:00,10036.188609706589,10318.786655529688,10309.49552192757
2020-02-24 12:00:00+00:00,10036.188609706589,10318.786655529688,10309.49552192757
2020-02-24 16:00:00+00:00,10036.188609706589,10318.786655529688,10309.49552192757
2020-02-24 20:00:00+00:00,10036.188609706589,10318.786655529688,10309.49552192757
2020-02-25 00:00:00+00:00,10036.188609706589,10318.786655529688,10309.49552192757
2020-02-25 04:00:00+00:00,10036.188609706589,10318.786655529688,10309.49552192757
2020-02-25 08:00:00+00:00,10036.188609706589,10318.786655529688,10309.49552192757
2020-02-25 12:00:00+00:00,10036.188609706589,10318.786655529688,10309.49552192757
2020-02-25 16:00:00+00:00,10036.188609706589,10318.786655529688,10309.49552192757
2020-02-25 20:00:00+00:00,10036.188609706589,10318.786655529688,10309.49552192757
2020-02-26 00:00:00+00:00,10036.188609706589,10318.786655529688,10309.49552192757
2020-02-26 04:00:00+00:00,10036.188609706589,10318.786655529688,10309.49552192757
2020-02-26 08:00:00+00:00,10036.188609706589,10323.612110840073,10311.656729711372
2020-02-26 12:00:00+00:00,10036.188609706589,10321.156908024323,10310.557102195437
2020-02-26 16:00:00+00:00,10036.188609706589,10363.833103485873,10329.670765027637
2020-02-26 20:00:00+00:00,10036.188609706589,10407.247485749476,10370.815229462973
2020-02-27 00:00:00+00:00,10036.188609706589,10419.188720324675,10370.815229462973
2020-02-27 04:00:00+00:00,10036.188609706589,10432.24920889053,10370.815229462973
2020-02-27 08:00:00+00:00,10036.188609706589,10412.196738795388,10370.815229462973
2020-02-27 12:00:00+00:00,10036.188609706589,10414.629602128436,10370.815229462973
2020-02-27 16:00:00+00:00,10036.188609706589,10404.636180246705,10370.815229462973
2020-02-27 20:00:00+00:00,10036.188609706589,10388.199992435306,10370.815229462973
2020-02-28 00:00:00+00:00,10036.188609706589,10410.936195215785,10370.815229462973
2020-02-28 04:00:00+00:00,10036.188609706589,10406.78006921079,10370.815229462973
2020-02-28 08:00:00+00:00,10036.188609706589,10435.10196724991,10370.815229462973
2020-02-28 12:00:00+00:00,10036.188609706589,10473.062938139172,10370.815229462973
2020-02-28 16:00:00+00:00,10036.188609706589,10439.172115878771,10370.815229462973
2020-02-28 20:00:00+00:00,10036.188609706589,10475.222419751331,10370.815229462973
2020-02-29 00:00:00+00:00,10036.188609706589,10445.13088329278,10370.815229462973
2020-02-29 04:00:00+00:00,10036.188609706589,10443.624394504151,10370.815229462973
2020-02-29 08:00:00+00:00,10036.188609706589,10441.876837050899,10367.894653993153
2020-02-29 12:00:00+00:00,10036.188609706589,10445.804764473038,10374.459135438374
2020-02-29 16:00:00+00:00,10036.188609706589,10449.433381468527,10380.523399458234
2020-02-29 20:00:00+00:00,10036.188609706589,10448.198270713496,10378.459241758044
2020-03-01 00:00:00+00:00,10036.188609706589,10458.812343523407,10396.197829193785
2020-03-01 04:00:00+00:00,10036.188609706589,10452.103263022474,10384.985393288118
2020-03-01 08:00:00+00:00,10036.188609706589,10478.95914908614,10394.136167364799
2020-03-01 12:00:00+00:00,10036.188609706589,10446.985711617128,10382.78111480571
2020-03-01 16:00:00+00:00,10036.188609706589,10442.687365790152,10392.68673514785
2020-03-01 20:00:00+00:00,10036.188609706589,10450.17869398651,10394.753334481506
2020-03-02 00:00:00+00:00,10036.188609706589,10452.37168475401,10395.522568166105
2020-03-02 04:00:00+00:00,10036.188609706589,10430.640925321517,10387.900086395939
2020-03-02 08:00:00+00:00,10036.188609706589,10423.992500961018,10385.568023697178
2020-03-02 12:00:00+00:00,10036.188609706589,10381.13075318286,10370.53344139961
2020-03-02 16:00:00+00:00,10036.188609706589,10358.21678499211,10364.050891632109
