,main_v43,xuyujian_v71_ref,final_candidate_recovery
2020-01-07 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-07 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-07 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-07 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-07 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-08 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-08 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-08 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-08 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-08 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-08 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-09 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-09 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-09 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-09 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-09 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-09 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-10 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-10 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-10 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-10 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-10 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-10 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-11 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-11 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-11 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-11 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-11 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-11 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-12 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-12 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-12 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-12 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-12 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-12 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-13 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-13 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-13 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-13 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-13 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-13 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-14 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-14 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-14 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-14 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-14 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-14 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-15 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-15 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-15 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-15 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-15 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-15 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-16 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-16 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-16 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-16 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-16 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-16 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-17 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-17 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-17 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-17 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-17 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-17 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-18 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-18 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-18 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-18 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-18 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-18 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-19 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-19 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-19 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-19 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-19 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-19 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-20 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-20 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-20 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-20 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-20 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-20 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-21 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-21 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-21 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-21 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-21 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-21 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-22 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-22 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-22 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-22 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-22 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-22 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-23 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-23 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-23 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-23 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-23 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-23 20:00:00+00:00,10000.0,9997.583339104047,9998.179738708188
2020-01-24 00:00:00+00:00,10000.0,9984.160098789656,9988.069174666758
2020-01-24 04:00:00+00:00,10000.0,10018.121402100705,10013.649282302073
2020-01-24 08:00:00+00:00,10000.0,10013.866054876155,10010.444097888723
2020-01-24 12:00:00+00:00,10000.0,9985.45244579737,9989.042587708558
2020-01-24 16:00:00+00:00,10000.0,9948.722054794149,9961.376766207419
2020-01-24 20:00:00+00:00,10000.0,9950.492748510505,9962.71047638452
2020-01-25 00:00:00+00:00,10000.0,9948.528013408135,9961.247875396162
2020-01-25 04:00:00+00:00,10000.0,9948.528013408135,9961.247875396162
2020-01-25 08:00:00+00:00,10000.0,9948.528013408135,9961.247875396162
2020-01-25 12:00:00+00:00,10000.0,9948.528013408135,9961.247875396162
2020-01-25 16:00:00+00:00,10000.0,9948.528013408135,9961.247875396162
2020-01-25 20:00:00+00:00,10000.0,9948.528013408135,9961.247875396162
2020-01-26 00:00:00+00:00,10000.0,9948.528013408135,9961.247875396162
2020-01-26 04:00:00+00:00,10000.0,9948.528013408135,9961.247875396162
2020-01-26 08:00:00+00:00,10000.0,9948.528013408135,9961.247875396162
2020-01-26 12:00:00+00:00,10000.0,9948.528013408135,9961.247875396162
2020-01-26 16:00:00+00:00,10000.0,9948.528013408135,9961.247875396162
2020-01-26 20:00:00+00:00,10000.0,9948.528013408135,9961.247875396162
2020-01-27 00:00:00+00:00,10037.405863555148,9948.528013408135,9961.247875396162
2020-01-27 04:00:00+00:00,10081.040095818455,9948.528013408135,9961.247875396162
2020-01-27 08:00:00+00:00,10071.858198452745,9948.528013408135,9961.247875396162
2020-01-27 12:00:00+00:00,10130.667464239325,9948.528013408135,9961.247875396162
2020-01-27 16:00:00+00:00,10241.972954622548,9948.528013408135,9961.247875396162
2020-01-27 20:00:00+00:00,10639.59576412083,10432.40958342882,10417.18124358924
2020-01-28 00:00:00+00:00,10579.221933719327,10358.882062981667,10347.900551516337
2020-01-28 04:00:00+00:00,11106.329580315754,11000.831033342258,11002.367607219268
2020-01-28 08:00:00+00:00,10857.836667321451,10698.887405910944,10994.822574056887
2020-01-28 12:00:00+00:00,10946.974041123232,10806.429088801036,11104.147772067043
2020-01-28 16:00:00+00:00,10904.933046489678,10746.950813823036,11145.91065182024
2020-01-28 20:00:00+00:00,10866.036476493384,10699.565394955085,10815.792282762905
2020-01-29 00:00:00+00:00,11118.789421711705,11056.28127591504,10916.438310628924
2020-01-29 04:00:00+00:00,10908.388530651984,10805.850877623607,10916.438310628924
2020-01-29 08:00:00+00:00,10939.544453133434,10845.638334665744,10916.438310628924
2020-01-29 12:00:00+00:00,10883.52104944371,10766.13206715398,10916.438310628924
2020-01-29 16:00:00+00:00,10864.07483978731,10738.53475165358,10916.438310628924
2020-01-29 20:00:00+00:00,10952.091244489822,10863.444260123608,11022.548845784846
2020-01-30 00:00:00+00:00,10874.32184721027,10753.076911888558,10917.024621691757
2020-01-30 04:00:00+00:00,10854.486859832301,10724.927857944973,10890.110800495062
2020-01-30 08:00:00+00:00,10945.867901036801,10854.612329594473,11014.104476764162
2020-01-30 12:00:00+00:00,10788.40138997886,10664.5838575208,10832.1300217687
2020-01-30 16:00:00+00:00,10835.206358031686,10728.59583155201,10893.36930201985
2020-01-30 20:00:00+00:00,11162.662520373131,11126.636343318396,11273.709323045261
2020-01-31 00:00:00+00:00,11181.400408368721,11150.198428382535,11296.237708945091
2020-01-31 04:00:00+00:00,10965.289323061977,10887.801069518668,11045.02539877767
2020-01-31 08:00:00+00:00,10922.878553615781,10826.245408226716,10986.346285650037
2020-01-31 12:00:00+00:00,10822.120111031874,10703.525092745338,10869.154526144583
2020-01-31 16:00:00+00:00,10823.85837782907,10706.115671288611,10814.514663820559
2020-01-31 20:00:00+00:00,10801.190742129602,10674.036117121217,10814.514663820559
2020-02-01 00:00:00+00:00,10830.509339763752,10680.071467225036,10814.514663820559
2020-02-01 04:00:00+00:00,10878.458150657345,10680.071467225036,10814.514663820559
2020-02-01 08:00:00+00:00,10870.791360127334,10680.071467225036,10814.514663820559
2020-02-01 12:00:00+00:00,10824.056125420608,10604.305931116314,10742.357010383681
2020-02-01 16:00:00+00:00,10813.277379666157,10588.163435493565,10726.983205028682
2020-02-01 20:00:00+00:00,10830.011337804634,10613.224593086052,10750.850974164385
2020-02-02 00:00:00+00:00,10841.272383152853,10630.089391586953,10766.912687022384
2020-02-02 04:00:00+00:00,10765.960075264917,10517.299960597886,10659.49418131851
2020-02-02 08:00:00+00:00,10787.559982466893,10542.156381610184,10644.824932254018
2020-02-02 12:00:00+00:00,10787.447004530703,10680.176921042794,10773.349815353502
2020-02-02 16:00:00+00:00,10787.447004530703,10702.255957704452,10794.34741947202
2020-02-02 20:00:00+00:00,10749.269530785934,10655.485521013103,10749.947630815643
2020-02-03 00:00:00+00:00,10675.656437146781,10549.277057895748,10649.199544344117
2020-02-03 04:00:00+00:00,10674.813236727783,10561.740068210838,10661.078040958693
2020-02-03 08:00:00+00:00,10669.853463427486,10556.977556218337,10656.544129541833
2020-02-03 12:00:00+00:00,10665.401614818185,10551.270058001284,10651.1105912392
2020-02-03 16:00:00+00:00,10649.417103368134,10530.777094603785,10631.60129008478
2020-02-03 20:00:00+00:00,10673.704863683215,10556.045698993776,10655.628984363746
2020-02-04 00:00:00+00:00,10681.428163761782,10541.620232044173,10641.914337524706
2020-02-04 04:00:00+00:00,10681.428163761782,10529.751766671347,10630.630695083293
2020-02-04 08:00:00+00:00,10681.428163761782,10528.385539670846,10618.897199264045
2020-02-04 12:00:00+00:00,10681.428163761782,10504.002595476259,10618.897199264045
2020-02-04 16:00:00+00:00,10681.428163761782,10504.862746506182,10618.897199264045
2020-02-04 20:00:00+00:00,10681.428163761782,10504.862746506182,10618.897199264045
2020-02-05 00:00:00+00:00,10681.428163761782,10504.862746506182,10618.897199264045
2020-02-05 04:00:00+00:00,10681.428163761782,10504.862746506182,10618.897199264045
2020-02-05 08:00:00+00:00,10681.428163761782,10504.862746506182,10618.897199264045
2020-02-05 12:00:00+00:00,10681.428163761782,10504.862746506182,10618.897199264045
2020-02-05 16:00:00+00:00,10681.428163761782,10504.862746506182,10618.897199264045
2020-02-05 20:00:00+00:00,10681.428163761782,10504.862746506182,10618.897199264045
2020-02-06 00:00:00+00:00,10681.428163761782,10504.862746506182,10618.897199264045
2020-02-06 04:00:00+00:00,10681.428163761782,10543.19910623474,10655.370176246684
2020-02-06 08:00:00+00:00,10681.428163761782,10520.293353422896,10633.604335391708
2020-02-06 12:00:00+00:00,10681.428163761782,10583.595074200475,10693.836881828554
2020-02-06 16:00:00+00:00,10681.428163761782,10669.560037507776,10775.633846914896
2020-02-06 20:00:00+00:00,10681.428163761782,10626.474678476314,10734.63747498799
2020-02-07 00:00:00+00:00,10689.964853575677,10649.652539082213,10756.69156053421
2020-02-07 04:00:00+00:00,10693.091083198751,10654.406713163386,10761.215229205385
2020-02-07 08:00:00+00:00,10705.975753637742,10674.000912448484,10779.859406706964
2020-02-07 12:00:00+00:00,10710.563122602412,10680.977095666649,10786.497350738791
2020-02-07 16:00:00+00:00,10706.473493281223,10674.757843703548,10780.579638264811
2020-02-07 20:00:00+00:00,10602.218376835723,10551.473925978873,10663.282083243434
2020-02-08 00:00:00+00:00,10630.322499677786,10591.520336818643,10701.277764828466
2020-02-08 04:00:00+00:00,10373.85678405877,10278.267337882597,10403.437373745406
2020-02-08 08:00:00+00:00,10421.514271942748,10333.365134182191,10455.93563186654
2020-02-08 12:00:00+00:00,10488.570527932647,10413.289359356808,10520.02281174727
2020-02-08 16:00:00+00:00,10514.294084339712,10447.542733934019,10548.033154872177
2020-02-08 20:00:00+00:00,10531.167337911722,10471.538713399133,10570.830487908679
2020-02-09 00:00:00+00:00,10551.689195862962,10500.723486797004,10598.55742440291
2020-02-09 04:00:00+00:00,10662.90915860848,10658.892860045751,10748.82592598121
2020-02-09 08:00:00+00:00,10718.891905053399,10738.507667489961,10753.723889757928
2020-02-09 12:00:00+00:00,10702.935084559358,10715.814976049665,10753.723889757928
2020-02-09 16:00:00+00:00,10693.405998448956,10702.263365884464,10753.723889757928
2020-02-09 20:00:00+00:00,10670.896581940538,10670.252023554869,10753.723889757928
2020-02-10 00:00:00+00:00,10724.826532048899,10746.947485389299,10814.614384563733
2020-02-10 04:00:00+00:00,10653.01282411865,10643.872476464729,10717.012045877695
2020-02-10 08:00:00+00:00,10432.364135399323,10507.02215732294,10578.54603267928
2020-02-10 12:00:00+00:00,10432.364135399323,10468.788027949919,10571.004371286164
2020-02-10 16:00:00+00:00,10432.364135399323,10468.251094750936,10571.004371286164
2020-02-10 20:00:00+00:00,10432.364135399323,10468.251094750936,10571.004371286164
2020-02-11 00:00:00+00:00,10432.364135399323,10468.251094750936,10571.004371286164
2020-02-11 04:00:00+00:00,10432.364135399323,10468.251094750936,10571.004371286164
2020-02-11 08:00:00+00:00,10432.364135399323,10468.251094750936,10571.004371286164
2020-02-11 12:00:00+00:00,10432.364135399323,10468.251094750936,10571.004371286164
2020-02-11 16:00:00+00:00,10432.364135399323,10468.251094750936,10571.004371286164
2020-02-11 20:00:00+00:00,10449.005888836968,10468.251094750936,10571.004371286164
2020-02-12 00:00:00+00:00,10432.448174111967,10468.251094750936,10571.004371286164
2020-02-12 04:00:00+00:00,10448.970911173918,10510.07177277385,10610.722333654294
2020-02-12 08:00:00+00:00,10506.155245561416,10591.95973961675,10688.493028421293
2020-02-12 12:00:00+00:00,10485.648754181237,10562.594443960334,10660.60420014425
2020-02-12 16:00:00+00:00,10466.606885549985,10535.326488080384,10634.707258805749
2020-02-12 20:00:00+00:00,10460.989148954699,10527.281889275931,10627.06713703616
2020-02-13 00:00:00+00:00,10467.72684418595,10536.930268847083,10636.23040255066
2020-02-13 04:00:00+00:00,10497.725450001544,10579.888272375016,10677.02850645987
2020-02-13 08:00:00+00:00,10468.053745282794,10537.398391217765,10636.674988042369
2020-02-13 12:00:00+00:00,10348.733391307327,10366.531644324896,10467.375454753894
2020-02-13 16:00:00+00:00,10409.595105219827,10453.685618647596,10467.375454753894
2020-02-13 20:00:00+00:00,10405.938560584083,10448.449446729212,10467.375454753894
2020-02-14 00:00:00+00:00,10389.331802652836,10424.668569371663,10467.375454753894
2020-02-14 04:00:00+00:00,10405.06619625204,10447.200221005724,10467.375454753894
2020-02-14 08:00:00+00:00,10319.51148581454,10324.685875659225,10347.70180479952
2020-02-14 12:00:00+00:00,10337.751619266068,10346.347503338393,10368.037940247004
2020-02-14 16:00:00+00:00,10318.540331379265,10318.133989326014,10347.419108548267
2020-02-14 20:00:00+00:00,10366.722651196163,10387.186725748095,10399.46632032909
2020-02-15 00:00:00+00:00,10365.917189061984,10386.032373598575,10398.59624893281
2020-02-15 04:00:00+00:00,10325.579900656683,10328.222783798466,10355.0233491581
2020-02-15 08:00:00+00:00,10295.582100370713,10285.231283923385,10322.61930820748
2020-02-15 12:00:00+00:00,10294.590112142885,10283.58823428221,10321.576746766594
2020-02-15 16:00:00+00:00,10256.293116434776,10240.868509917409,10300.639437798862
2020-02-15 20:00:00+00:00,10256.293116434776,10238.813234142412,10300.639437798862
2020-02-16 00:00:00+00:00,10256.293116434776,10238.813234142412,10300.639437798862
2020-02-16 04:00:00+00:00,10256.293116434776,10238.813234142412,10300.639437798862
2020-02-16 08:00:00+00:00,10256.293116434776,10238.813234142412,10300.639437798862
2020-02-16 12:00:00+00:00,10256.293116434776,10238.813234142412,10300.639437798862
2020-02-16 16:00:00+00:00,10256.293116434776,10238.813234142412,10300.639437798862
2020-02-16 20:00:00+00:00,10256.293116434776,10238.813234142412,10300.639437798862
2020-02-17 00:00:00+00:00,10256.293116434776,10238.813234142412,10300.639437798862
2020-02-17 04:00:00+00:00,10256.293116434776,10238.813234142412,10300.639437798862
2020-02-17 08:00:00+00:00,10256.293116434776,10238.813234142412,10300.639437798862
2020-02-17 12:00:00+00:00,10256.293116434776,10238.813234142412,10300.639437798862
2020-02-17 16:00:00+00:00,10256.293116434776,10238.813234142412,10300.639437798862
2020-02-17 20:00:00+00:00,10256.293116434776,10238.813234142412,10300.639437798862
2020-02-18 00:00:00+00:00,10256.293116434776,10238.813234142412,10300.639437798862
2020-02-18 04:00:00+00:00,10256.293116434776,10238.813234142412,10300.639437798862
2020-02-18 08:00:00+00:00,10256.293116434776,10238.813234142412,10300.639437798862
2020-02-18 12:00:00+00:00,10256.293116434776,10238.813234142412,10300.639437798862
2020-02-18 16:00:00+00:00,10256.293116434776,10238.813234142412,10300.639437798862
2020-02-18 20:00:00+00:00,10256.293116434776,10238.813234142412,10300.639437798862
2020-02-19 00:00:00+00:00,10256.293116434776,10238.813234142412,10300.639437798862
2020-02-19 04:00:00+00:00,10248.798971320475,10238.813234142412,10300.639437798862
2020-02-19 08:00:00+00:00,10239.841483318092,10238.813234142412,10300.639437798862
2020-02-19 12:00:00+00:00,10287.28466028697,10238.813234142412,10300.639437798862
2020-02-19 16:00:00+00:00,10252.891471347912,10238.813234142412,10300.639437798862
2020-02-19 20:00:00+00:00,10274.898006434043,10238.813234142412,10300.639437798862
2020-02-20 00:00:00+00:00,10111.34430335874,10238.813234142412,10300.639437798862
2020-02-20 04:00:00+00:00,10111.34430335874,10238.813234142412,10300.639437798862
2020-02-20 08:00:00+00:00,10111.34430335874,10238.813234142412,10300.639437798862
2020-02-20 12:00:00+00:00,10111.34430335874,10238.813234142412,10300.639437798862
2020-02-20 16:00:00+00:00,10111.34430335874,10238.813234142412,10300.639437798862
2020-02-20 20:00:00+00:00,10111.34430335874,10238.813234142412,10300.639437798862
2020-02-21 00:00:00+00:00,10111.34430335874,10238.813234142412,10300.639437798862
2020-02-21 04:00:00+00:00,10111.34430335874,10238.813234142412,10300.639437798862
2020-02-21 08:00:00+00:00,10111.34430335874,10238.813234142412,10300.639437798862
2020-02-21 12:00:00+00:00,10111.34430335874,10238.813234142412,10300.639437798862
2020-02-21 16:00:00+00:00,10111.34430335874,10238.813234142412,10300.639437798862
2020-02-21 20:00:00+00:00,10111.34430335874,10238.813234142412,10300.639437798862
2020-02-22 00:00:00+00:00,10111.34430335874,10238.813234142412,10300.639437798862
2020-02-22 04:00:00+00:00,10111.34430335874,10238.813234142412,10300.639437798862
2020-02-22 08:00:00+00:00,10111.34430335874,10238.813234142412,10300.639437798862
2020-02-22 12:00:00+00:00,10111.34430335874,10238.813234142412,10300.639437798862
2020-02-22 16:00:00+00:00,10111.34430335874,10238.813234142412,10300.639437798862
2020-02-22 20:00:00+00:00,10111.34430335874,10238.813234142412,10300.639437798862
2020-02-23 00:00:00+00:00,10111.34430335874,10238.813234142412,10300.639437798862
2020-02-23 04:00:00+00:00,10111.34430335874,10238.813234142412,10300.639437798862
2020-02-23 08:00:00+00:00,10111.34430335874,10238.813234142412,10300.639437798862
2020-02-23 12:00:00+00:00,10111.34430335874,10238.813234142412,10300.639437798862
2020-02-23 16:00:00+00:00,10117.29455437701,10238.813234142412,10300.639437798862
2020-02-23 20:00:00+00:00,10121.285697376226,10238.813234142412,10300.639437798862
2020-02-24 00:00:00+00:00,10130.413527790733,10238.813234142412,10300.639437798862
2020-02-24 04:00:00+00:00,10038.672836071075,10238.813234142412,10300.639437798862
2020-02-24 08:00:00+00:00,10036.188609706589,10238.813234142412,10300.639437798862
2020-02-24 12:00:00+00:00,10036.188609706589,10238.813234142412,10300.639437798862
2020-02-24 16:00:00+00:00,10036.188609706589,10238.813234142412,10300.639437798862
2020-02-24 20:00:00+00:00,10036.188609706589,10238.813234142412,10300.639437798862
2020-02-25 00:00:00+00:00,10036.188609706589,10238.813234142412,10300.639437798862
2020-02-25 04:00:00+00:00,10036.188609706589,10238.813234142412,10300.639437798862
2020-02-25 08:00:00+00:00,10036.188609706589,10238.813234142412,10300.639437798862
2020-02-25 12:00:00+00:00,10036.188609706589,10238.813234142412,10300.639437798862
2020-02-25 16:00:00+00:00,10036.188609706589,10238.813234142412,10300.639437798862
2020-02-25 20:00:00+00:00,10036.188609706589,10238.813234142412,10300.639437798862
2020-02-26 00:00:00+00:00,10036.188609706589,10238.813234142412,10300.639437798862
2020-02-26 04:00:00+00:00,10036.188609706589,10238.813234142412,10300.639437798862
2020-02-26 08:00:00+00:00,10036.188609706589,10243.601427249629,10304.272502607839
2020-02-26 12:00:00+00:00,10036.188609706589,10241.16518352898,10302.423990835361
2020-02-26 16:00:00+00:00,10036.188609706589,10283.511833079629,10334.554717148112
2020-02-26 20:00:00+00:00,10036.188609706589,10326.590969148147,10403.719980638543
2020-02-27 00:00:00+00:00,10036.188609706589,10338.439993417747,10403.719980638543
2020-02-27 04:00:00+00:00,10036.188609706589,10351.39962879004,10403.719980638543
2020-02-27 08:00:00+00:00,10036.188609706589,10331.502004023821,10403.719980638543
2020-02-27 12:00:00+00:00,10036.188609706589,10333.916080767423,10403.719980638543
2020-02-27 16:00:00+00:00,10036.188609706589,10323.999828166634,10403.719980638543
2020-02-27 20:00:00+00:00,10036.188609706589,10307.690560724433,10403.719980638543
2020-02-28 00:00:00+00:00,10036.188609706589,10330.251194371473,10403.719980638543
2020-02-28 04:00:00+00:00,10036.188609706589,10326.12716200358,10403.719980638543
2020-02-28 08:00:00+00:00,10036.188609706589,10354.23035812734,10403.719980638543
2020-02-28 12:00:00+00:00,10036.188609706589,10391.898194106261,10403.719980638543
2020-02-28 16:00:00+00:00,10036.188609706589,10358.269077037061,10403.719980638543
2020-02-28 20:00:00+00:00,10036.188609706589,10394.041000184738,10403.719980638543
2020-02-29 00:00:00+00:00,10036.188609706589,10364.181830803087,10403.719980638543
2020-02-29 04:00:00+00:00,10036.188609706589,10359.14991745984,10403.719980638543
2020-02-29 08:00:00+00:00,10036.188609706589,10351.13282700334,10398.76457799713
2020-02-29 12:00:00+00:00,10036.188609706589,10364.961283818271,10409.90267356402
2020-02-29 16:00:00+00:00,10036.188609706589,10377.73600392568,10420.19203956493
2020-02-29 20:00:00+00:00,10036.188609706589,10373.387737294956,10416.689739204774
2020-03-01 00:00:00+00:00,10036.188609706589,10410.755089516146,10446.787178542465
2020-03-01 04:00:00+00:00,10036.188609706589,10387.135449944373,10427.762799587768
2020-03-01 08:00:00+00:00,10036.188609706589,10413.14470632564,10443.251017172368
2020-03-01 12:00:00+00:00,10036.188609706589,10381.370480305031,10424.02711240128
2020-03-01 16:00:00+00:00,10036.188609706589,10409.088838981721,10440.79715385771
2020-03-01 20:00:00+00:00,10036.188609706589,10414.871691503095,10444.29587027346
2020-03-02 00:00:00+00:00,10036.188609706589,10417.024196287193,10445.59816940616
2020-03-02 04:00:00+00:00,10036.188609706589,10395.694620105764,10432.693441497018
2020-03-02 08:00:00+00:00,10036.188609706589,10389.168935887303,10428.745300261398
2020-03-02 12:00:00+00:00,10036.188609706589,10347.09848191428,10403.292016196216
2020-03-02 16:00:00+00:00,10036.188609706589,10324.607540828589,10392.31717316878
