,direction_equity
2020-01-09 20:00:00+00:00,10000.0
2020-01-10 00:00:00+00:00,10000.0
2020-01-10 04:00:00+00:00,10000.0
2020-01-10 08:00:00+00:00,10000.0
2020-01-10 12:00:00+00:00,10000.0
2020-01-10 16:00:00+00:00,10000.0
2020-01-10 20:00:00+00:00,10000.0
2020-01-11 00:00:00+00:00,10000.0
2020-01-11 04:00:00+00:00,10000.0
2020-01-11 08:00:00+00:00,10000.0
2020-01-11 12:00:00+00:00,10000.0
2020-01-11 16:00:00+00:00,10000.0
2020-01-11 20:00:00+00:00,10000.0
2020-01-12 00:00:00+00:00,10000.0
2020-01-12 04:00:00+00:00,10000.0
2020-01-12 08:00:00+00:00,10000.0
2020-01-12 12:00:00+00:00,10000.0
2020-01-12 16:00:00+00:00,10000.0
2020-01-12 20:00:00+00:00,10000.0
2020-01-13 00:00:00+00:00,10000.0
2020-01-13 04:00:00+00:00,10000.0
2020-01-13 08:00:00+00:00,10000.0
2020-01-13 12:00:00+00:00,10000.0
2020-01-13 16:00:00+00:00,10000.0
2020-01-13 20:00:00+00:00,10000.0
2020-01-14 00:00:00+00:00,10000.0
2020-01-14 04:00:00+00:00,10000.0
2020-01-14 08:00:00+00:00,10000.0
2020-01-14 12:00:00+00:00,10000.0
2020-01-14 16:00:00+00:00,10000.0
2020-01-14 20:00:00+00:00,10000.0
2020-01-15 00:00:00+00:00,10000.0
2020-01-15 04:00:00+00:00,10000.0
2020-01-15 08:00:00+00:00,10000.0
2020-01-15 12:00:00+00:00,10000.0
2020-01-15 16:00:00+00:00,10000.0
2020-01-15 20:00:00+00:00,10000.0
2020-01-16 00:00:00+00:00,10000.0
2020-01-16 04:00:00+00:00,10000.0
2020-01-16 08:00:00+00:00,10000.0
2020-01-16 12:00:00+00:00,10000.0
2020-01-16 16:00:00+00:00,10000.0
2020-01-16 20:00:00+00:00,10000.0
2020-01-17 00:00:00+00:00,10000.0
2020-01-17 04:00:00+00:00,10000.0
2020-01-17 08:00:00+00:00,10000.0
2020-01-17 12:00:00+00:00,10000.0
2020-01-17 16:00:00+00:00,10000.0
2020-01-17 20:00:00+00:00,10000.0
2020-01-18 00:00:00+00:00,10000.0
2020-01-18 04:00:00+00:00,10000.0
2020-01-18 08:00:00+00:00,10000.0
2020-01-18 12:00:00+00:00,10000.0
2020-01-18 16:00:00+00:00,10000.0
2020-01-18 20:00:00+00:00,10000.0
2020-01-19 00:00:00+00:00,10000.0
2020-01-19 04:00:00+00:00,10000.0
2020-01-19 08:00:00+00:00,10000.0
2020-01-19 12:00:00+00:00,10000.0
2020-01-19 16:00:00+00:00,10000.0
2020-01-19 20:00:00+00:00,10000.0
2020-01-20 00:00:00+00:00,10000.0
2020-01-20 04:00:00+00:00,10000.0
2020-01-20 08:00:00+00:00,10000.0
2020-01-20 12:00:00+00:00,10000.0
2020-01-20 16:00:00+00:00,10000.0
2020-01-20 20:00:00+00:00,10000.0
2020-01-21 00:00:00+00:00,10000.0
2020-01-21 04:00:00+00:00,10000.0
2020-01-21 08:00:00+00:00,10000.0
2020-01-21 12:00:00+00:00,10000.0
2020-01-21 16:00:00+00:00,10000.0
2020-01-21 20:00:00+00:00,10000.0
2020-01-22 00:00:00+00:00,10000.0
2020-01-22 04:00:00+00:00,10000.0
2020-01-22 08:00:00+00:00,10000.0
2020-01-22 12:00:00+00:00,10000.0
2020-01-22 16:00:00+00:00,10000.0
2020-01-22 20:00:00+00:00,10000.0
2020-01-23 00:00:00+00:00,10000.0
2020-01-23 04:00:00+00:00,10000.0
2020-01-23 08:00:00+00:00,10000.0
2020-01-23 12:00:00+00:00,10000.0
2020-01-23 16:00:00+00:00,10000.0
2020-01-23 20:00:00+00:00,10000.0
2020-01-24 00:00:00+00:00,10000.0
2020-01-24 04:00:00+00:00,10000.0
2020-01-24 08:00:00+00:00,10000.0
2020-01-24 12:00:00+00:00,10000.0
2020-01-24 16:00:00+00:00,10000.0
2020-01-24 20:00:00+00:00,10000.0
2020-01-25 00:00:00+00:00,10000.0
2020-01-25 04:00:00+00:00,10000.0
2020-01-25 08:00:00+00:00,10000.0
2020-01-25 12:00:00+00:00,10000.0
2020-01-25 16:00:00+00:00,10000.0
2020-01-25 20:00:00+00:00,10000.0
2020-01-26 00:00:00+00:00,10000.0
2020-01-26 04:00:00+00:00,10000.0
2020-01-26 08:00:00+00:00,10000.0
2020-01-26 12:00:00+00:00,10000.0
2020-01-26 16:00:00+00:00,10000.0
2020-01-26 20:00:00+00:00,10000.0
2020-01-27 00:00:00+00:00,10025.211376037394
2020-01-27 04:00:00+00:00,10057.951235615976
2020-01-27 08:00:00+00:00,10051.061827579544
2020-01-27 12:00:00+00:00,10095.187895666484
2020-01-27 16:00:00+00:00,10172.797374180436
2020-01-27 20:00:00+00:00,10469.880575953866
2020-01-28 00:00:00+00:00,10424.772371870615
2020-01-28 04:00:00+00:00,10818.59994812992
2020-01-28 08:00:00+00:00,10635.374001180027
2020-01-28 12:00:00+00:00,10701.74939277621
2020-01-28 16:00:00+00:00,10672.469128234532
2020-01-28 20:00:00+00:00,10638.846021669433
2020-01-29 00:00:00+00:00,10825.787343161646
2020-01-29 04:00:00+00:00,10717.447687704585
2020-01-29 08:00:00+00:00,10742.122496508477
2020-01-29 12:00:00+00:00,10700.85975007832
2020-01-29 16:00:00+00:00,10686.53709266672
2020-01-29 20:00:00+00:00,10751.363546429646
2020-01-30 00:00:00+00:00,10694.084289750695
2020-01-30 04:00:00+00:00,10679.475287071113
2020-01-30 08:00:00+00:00,10746.779886281614
2020-01-30 12:00:00+00:00,10623.761043843077
2020-01-30 16:00:00+00:00,10660.074239226087
2020-01-30 20:00:00+00:00,10894.510641840612
2020-01-31 00:00:00+00:00,10910.180384879917
2020-01-31 04:00:00+00:00,10745.02424762358
2020-01-31 08:00:00+00:00,10715.912880657837
2020-01-31 12:00:00+00:00,10636.812685525068
2020-01-31 16:00:00+00:00,10639.415929922932
2020-01-31 20:00:00+00:00,10622.71157081001
2020-02-01 00:00:00+00:00,10644.317193472261
2020-02-01 04:00:00+00:00,10679.651895636318
2020-02-01 08:00:00+00:00,10674.002042076168
2020-02-01 12:00:00+00:00,10639.561655168674
2020-02-01 16:00:00+00:00,10631.618522401925
2020-02-01 20:00:00+00:00,10643.950203122036
2020-02-02 00:00:00+00:00,10652.248754765336
2020-02-02 04:00:00+00:00,10596.749193485002
2020-02-02 08:00:00+00:00,10613.06628182602
2020-02-02 12:00:00+00:00,10613.168909996291
2020-02-02 16:00:00+00:00,10613.168909996291
2020-02-02 20:00:00+00:00,10577.1745270649
2020-02-03 00:00:00+00:00,10524.33026146438
2020-02-03 04:00:00+00:00,10524.338404724384
2020-02-03 08:00:00+00:00,10520.076918070228
2020-02-03 12:00:00+00:00,10516.789399097206
2020-02-03 16:00:00+00:00,10504.985452180246
2020-02-03 20:00:00+00:00,10521.527794375836
2020-02-04 00:00:00+00:00,10527.860050303854
2020-02-04 04:00:00+00:00,10527.860050303854
2020-02-04 08:00:00+00:00,10527.860050303854
2020-02-04 12:00:00+00:00,10527.860050303854
2020-02-04 16:00:00+00:00,10527.860050303854
2020-02-04 20:00:00+00:00,10527.860050303854
2020-02-05 00:00:00+00:00,10527.860050303854
2020-02-05 04:00:00+00:00,10527.860050303854
2020-02-05 08:00:00+00:00,10527.860050303854
2020-02-05 12:00:00+00:00,10527.860050303854
2020-02-05 16:00:00+00:00,10527.860050303854
2020-02-05 20:00:00+00:00,10527.860050303854
2020-02-06 00:00:00+00:00,10527.860050303854
2020-02-06 04:00:00+00:00,10527.860050303854
2020-02-06 08:00:00+00:00,10527.860050303854
2020-02-06 12:00:00+00:00,10527.860050303854
2020-02-06 16:00:00+00:00,10527.860050303854
2020-02-06 20:00:00+00:00,10527.860050303854
2020-02-07 00:00:00+00:00,10534.741805883064
2020-02-07 04:00:00+00:00,10537.051662179068
2020-02-07 08:00:00+00:00,10546.571672134758
2020-02-07 12:00:00+00:00,10549.961110647824
2020-02-07 16:00:00+00:00,10546.939433683934
2020-02-07 20:00:00+00:00,10485.819777228347
2020-02-08 00:00:00+00:00,10507.37115194614
2020-02-08 04:00:00+00:00,10311.293902433197
2020-02-08 08:00:00+00:00,10348.38468917709
2020-02-08 12:00:00+00:00,10404.77311504677
2020-02-08 16:00:00+00:00,10425.563732294591
2020-02-08 20:00:00+00:00,10438.10341800931
2020-02-09 00:00:00+00:00,10453.354634847392
2020-02-09 04:00:00+00:00,10536.009907707446
2020-02-09 08:00:00+00:00,10577.614571732087
2020-02-09 12:00:00+00:00,10565.755951037063
2020-02-09 16:00:00+00:00,10558.674225840263
2020-02-09 20:00:00+00:00,10541.945916303952
2020-02-10 00:00:00+00:00,10582.025004909072
2020-02-10 04:00:00+00:00,10527.960052710518
2020-02-10 08:00:00+00:00,10365.473382139118
2020-02-10 12:00:00+00:00,10365.473382139118
2020-02-10 16:00:00+00:00,10365.473382139118
2020-02-10 20:00:00+00:00,10365.473382139118
2020-02-11 00:00:00+00:00,10365.473382139118
2020-02-11 04:00:00+00:00,10365.473382139118
2020-02-11 08:00:00+00:00,10365.473382139118
2020-02-11 12:00:00+00:00,10365.473382139118
2020-02-11 16:00:00+00:00,10365.473382139118
2020-02-11 20:00:00+00:00,10382.983884161178
2020-02-12 00:00:00+00:00,10370.638452062218
2020-02-12 04:00:00+00:00,10382.957804815609
2020-02-12 08:00:00+00:00,10425.594444534929
2020-02-12 12:00:00+00:00,10410.304804561865
2020-02-12 16:00:00+00:00,10396.107187310407
2020-02-12 20:00:00+00:00,10391.91860290496
2020-02-13 00:00:00+00:00,10396.942228469381
2020-02-13 04:00:00+00:00,10419.309188965488
2020-02-13 08:00:00+00:00,10397.185965927187
2020-02-13 12:00:00+00:00,10308.220710003077
2020-02-13 16:00:00+00:00,10353.599203896238
2020-02-13 20:00:00+00:00,10350.872884215829
2020-02-14 00:00:00+00:00,10338.49088550229
2020-02-14 04:00:00+00:00,10350.222449369856
2020-02-14 08:00:00+00:00,10286.432857267657
2020-02-14 12:00:00+00:00,10304.023498225195
2020-02-14 16:00:00+00:00,10292.515052375338
2020-02-14 20:00:00+00:00,10328.587377371949
2020-02-15 00:00:00+00:00,10327.984357592348
2020-02-15 04:00:00+00:00,10297.785318144532
2020-02-15 08:00:00+00:00,10275.327071941132
2020-02-15 12:00:00+00:00,10275.088237677159
2020-02-15 16:00:00+00:00,10239.393625914796
2020-02-15 20:00:00+00:00,10239.393625914796
2020-02-16 00:00:00+00:00,10239.393625914796
2020-02-16 04:00:00+00:00,10239.393625914796
2020-02-16 08:00:00+00:00,10239.393625914796
2020-02-16 12:00:00+00:00,10239.393625914796
2020-02-16 16:00:00+00:00,10239.393625914796
2020-02-16 20:00:00+00:00,10239.393625914796
2020-02-17 00:00:00+00:00,10239.393625914796
2020-02-17 04:00:00+00:00,10239.393625914796
2020-02-17 08:00:00+00:00,10239.393625914796
2020-02-17 12:00:00+00:00,10239.393625914796
2020-02-17 16:00:00+00:00,10239.393625914796
2020-02-17 20:00:00+00:00,10239.393625914796
2020-02-18 00:00:00+00:00,10239.393625914796
2020-02-18 04:00:00+00:00,10239.393625914796
2020-02-18 08:00:00+00:00,10239.393625914796
2020-02-18 12:00:00+00:00,10239.393625914796
2020-02-18 16:00:00+00:00,10239.393625914796
2020-02-18 20:00:00+00:00,10239.393625914796
2020-02-19 00:00:00+00:00,10239.393625914796
2020-02-19 04:00:00+00:00,10230.981035459168
2020-02-19 08:00:00+00:00,10222.915873177053
2020-02-19 12:00:00+00:00,10266.420268869739
2020-02-19 16:00:00+00:00,10233.96572697252
2020-02-19 20:00:00+00:00,10250.372145320935
2020-02-20 00:00:00+00:00,10098.954542443724
2020-02-20 04:00:00+00:00,10098.954542443724
2020-02-20 08:00:00+00:00,10098.954542443724
2020-02-20 12:00:00+00:00,10098.954542443724
2020-02-20 16:00:00+00:00,10098.954542443724
2020-02-20 20:00:00+00:00,10098.954542443724
2020-02-21 00:00:00+00:00,10098.954542443724
2020-02-21 04:00:00+00:00,10098.954542443724
2020-02-21 08:00:00+00:00,10098.954542443724
2020-02-21 12:00:00+00:00,10098.954542443724
2020-02-21 16:00:00+00:00,10098.954542443724
2020-02-21 20:00:00+00:00,10098.954542443724
2020-02-22 00:00:00+00:00,10098.954542443724
2020-02-22 04:00:00+00:00,10098.954542443724
2020-02-22 08:00:00+00:00,10098.954542443724
2020-02-22 12:00:00+00:00,10098.954542443724
2020-02-22 16:00:00+00:00,10098.954542443724
2020-02-22 20:00:00+00:00,10098.954542443724
2020-02-23 00:00:00+00:00,10098.954542443724
2020-02-23 04:00:00+00:00,10098.954542443724
2020-02-23 08:00:00+00:00,10098.954542443724
2020-02-23 12:00:00+00:00,10098.954542443724
2020-02-23 16:00:00+00:00,10105.866009440313
2020-02-23 20:00:00+00:00,10109.599104400788
2020-02-24 00:00:00+00:00,10118.521882085304
2020-02-24 04:00:00+00:00,10032.029621856358
2020-02-24 08:00:00+00:00,10030.254702330505
2020-02-24 12:00:00+00:00,10030.254702330505
2020-02-24 16:00:00+00:00,10030.254702330505
2020-02-24 20:00:00+00:00,10030.254702330505
2020-02-25 00:00:00+00:00,10030.254702330505
2020-02-25 04:00:00+00:00,10030.254702330505
2020-02-25 08:00:00+00:00,10030.254702330505
2020-02-25 12:00:00+00:00,10030.254702330505
2020-02-25 16:00:00+00:00,10030.254702330505
2020-02-25 20:00:00+00:00,10030.254702330505
2020-02-26 00:00:00+00:00,10030.254702330505
2020-02-26 04:00:00+00:00,10030.254702330505
2020-02-26 08:00:00+00:00,10030.254702330505
2020-02-26 12:00:00+00:00,10030.254702330505
2020-02-26 16:00:00+00:00,10030.254702330505
2020-02-26 20:00:00+00:00,10030.254702330505
2020-02-27 00:00:00+00:00,10030.254702330505
2020-02-27 04:00:00+00:00,10030.254702330505
2020-02-27 08:00:00+00:00,10030.254702330505
2020-02-27 12:00:00+00:00,10030.254702330505
2020-02-27 16:00:00+00:00,10030.254702330505
2020-02-27 20:00:00+00:00,10030.254702330505
2020-02-28 00:00:00+00:00,10030.254702330505
2020-02-28 04:00:00+00:00,10030.254702330505
2020-02-28 08:00:00+00:00,10030.254702330505
2020-02-28 12:00:00+00:00,10030.254702330505
2020-02-28 16:00:00+00:00,10030.254702330505
2020-02-28 20:00:00+00:00,10030.254702330505
2020-02-29 00:00:00+00:00,10030.254702330505
2020-02-29 04:00:00+00:00,10030.254702330505
2020-02-29 08:00:00+00:00,10030.254702330505
2020-02-29 12:00:00+00:00,10030.254702330505
2020-02-29 16:00:00+00:00,10030.254702330505
2020-02-29 20:00:00+00:00,10030.254702330505
2020-03-01 00:00:00+00:00,10030.254702330505
2020-03-01 04:00:00+00:00,10030.254702330505
2020-03-01 08:00:00+00:00,10030.254702330505
2020-03-01 12:00:00+00:00,10030.254702330505
2020-03-01 16:00:00+00:00,10030.254702330505
2020-03-01 20:00:00+00:00,10030.254702330505
2020-03-02 00:00:00+00:00,10030.254702330505
2020-03-02 04:00:00+00:00,10030.254702330505
2020-03-02 08:00:00+00:00,10030.254702330505
2020-03-02 12:00:00+00:00,10030.254702330505
2020-03-02 16:00:00+00:00,10030.254702330505
2020-03-02 20:00:00+00:00,10030.254702330505
2020-03-03 00:00:00+00:00,10030.254702330505
2020-03-03 04:00:00+00:00,10030.254702330505
2020-03-03 08:00:00+00:00,10030.254702330505
2020-03-03 12:00:00+00:00,10030.254702330505
2020-03-03 16:00:00+00:00,10030.254702330505
2020-03-03 20:00:00+00:00,10030.254702330505
2020-03-04 00:00:00+00:00,10030.254702330505
2020-03-04 04:00:00+00:00,10030.254702330505
2020-03-04 08:00:00+00:00,10030.254702330505
2020-03-04 12:00:00+00:00,10030.254702330505
2020-03-04 16:00:00+00:00,10030.254702330505
2020-03-04 20:00:00+00:00,10030.254702330505
2020-03-05 00:00:00+00:00,10030.254702330505
2020-03-05 04:00:00+00:00,10030.254702330505
2020-03-05 08:00:00+00:00,10030.254702330505
2020-03-05 12:00:00+00:00,10030.254702330505
2020-03-05 16:00:00+00:00,10030.254702330505
2020-03-05 20:00:00+00:00,10030.254702330505
2020-03-06 00:00:00+00:00,10030.254702330505
2020-03-06 04:00:00+00:00,10030.254702330505
2020-03-06 08:00:00+00:00,10030.254702330505
2020-03-06 12:00:00+00:00,10030.254702330505
2020-03-06 16:00:00+00:00,10030.254702330505
2020-03-06 20:00:00+00:00,10030.254702330505
2020-03-07 00:00:00+00:00,10030.254702330505
2020-03-07 04:00:00+00:00,10030.254702330505
2020-03-07 08:00:00+00:00,10030.254702330505
2020-03-07 12:00:00+00:00,10030.254702330505
2020-03-07 16:00:00+00:00,10030.254702330505
2020-03-07 20:00:00+00:00,10030.254702330505
2020-03-08 00:00:00+00:00,10030.254702330505
2020-03-08 04:00:00+00:00,10030.254702330505
2020-03-08 08:00:00+00:00,10030.254702330505
2020-03-08 12:00:00+00:00,10030.254702330505
2020-03-08 16:00:00+00:00,10030.254702330505
2020-03-08 20:00:00+00:00,10030.254702330505
2020-03-09 00:00:00+00:00,10030.254702330505
2020-03-09 04:00:00+00:00,10030.254702330505
2020-03-09 08:00:00+00:00,10030.254702330505
2020-03-09 12:00:00+00:00,10030.254702330505
2020-03-09 16:00:00+00:00,10030.254702330505
2020-03-09 20:00:00+00:00,10030.254702330505
2020-03-10 00:00:00+00:00,10030.254702330505
2020-03-10 04:00:00+00:00,10030.254702330505
2020-03-10 08:00:00+00:00,10030.254702330505
2020-03-10 12:00:00+00:00,10030.254702330505
2020-03-10 16:00:00+00:00,10030.254702330505
2020-03-10 20:00:00+00:00,10030.254702330505
2020-03-11 00:00:00+00:00,10030.254702330505
2020-03-11 04:00:00+00:00,10030.254702330505
2020-03-11 08:00:00+00:00,10030.254702330505
2020-03-11 12:00:00+00:00,10030.254702330505
2020-03-11 16:00:00+00:00,10030.254702330505
2020-03-11 20:00:00+00:00,10030.254702330505
2020-03-12 00:00:00+00:00,10030.254702330505
2020-03-12 04:00:00+00:00,10030.254702330505
2020-03-12 08:00:00+00:00,10030.254702330505
2020-03-12 12:00:00+00:00,10030.254702330505
2020-03-12 16:00:00+00:00,10030.254702330505
2020-03-12 20:00:00+00:00,10030.254702330505
2020-03-13 00:00:00+00:00,10030.254702330505
2020-03-13 04:00:00+00:00,10030.254702330505
2020-03-13 08:00:00+00:00,10030.254702330505
2020-03-13 12:00:00+00:00,10030.254702330505
2020-03-13 16:00:00+00:00,10030.254702330505
2020-03-13 20:00:00+00:00,10030.254702330505
2020-03-14 00:00:00+00:00,10030.254702330505
2020-03-14 04:00:00+00:00,10030.254702330505
2020-03-14 08:00:00+00:00,10030.254702330505
2020-03-14 12:00:00+00:00,10030.254702330505
2020-03-14 16:00:00+00:00,10030.254702330505
2020-03-14 20:00:00+00:00,10030.254702330505
2020-03-15 00:00:00+00:00,10030.254702330505
2020-03-15 04:00:00+00:00,10030.254702330505
2020-03-15 08:00:00+00:00,10030.254702330505
2020-03-15 12:00:00+00:00,10030.254702330505
2020-03-15 16:00:00+00:00,10030.254702330505
2020-03-15 20:00:00+00:00,10030.254702330505
2020-03-16 00:00:00+00:00,10030.254702330505
2020-03-16 04:00:00+00:00,10030.254702330505
2020-03-16 08:00:00+00:00,10030.254702330505
2020-03-16 12:00:00+00:00,10030.254702330505
2020-03-16 16:00:00+00:00,10030.254702330505
2020-03-16 20:00:00+00:00,10030.254702330505
2020-03-17 00:00:00+00:00,10030.254702330505
2020-03-17 04:00:00+00:00,10030.254702330505
2020-03-17 08:00:00+00:00,10030.254702330505
2020-03-17 12:00:00+00:00,10030.254702330505
2020-03-17 16:00:00+00:00,10030.254702330505
2020-03-17 20:00:00+00:00,10030.254702330505
2020-03-18 00:00:00+00:00,10030.254702330505
2020-03-18 04:00:00+00:00,10030.254702330505
2020-03-18 08:00:00+00:00,10030.254702330505
2020-03-18 12:00:00+00:00,10030.254702330505
2020-03-18 16:00:00+00:00,10030.254702330505
2020-03-18 20:00:00+00:00,10030.254702330505
2020-03-19 00:00:00+00:00,10030.254702330505
2020-03-19 04:00:00+00:00,10030.254702330505
2020-03-19 08:00:00+00:00,10030.254702330505
2020-03-19 12:00:00+00:00,10030.254702330505
2020-03-19 16:00:00+00:00,10030.254702330505
2020-03-19 20:00:00+00:00,10030.254702330505
2020-03-20 00:00:00+00:00,10030.254702330505
2020-03-20 04:00:00+00:00,10030.254702330505
2020-03-20 08:00:00+00:00,10030.254702330505
2020-03-20 12:00:00+00:00,10030.254702330505
2020-03-20 16:00:00+00:00,10030.254702330505
2020-03-20 20:00:00+00:00,10030.254702330505
2020-03-21 00:00:00+00:00,10030.254702330505
2020-03-21 04:00:00+00:00,10030.254702330505
2020-03-21 08:00:00+00:00,10030.254702330505
2020-03-21 12:00:00+00:00,10030.254702330505
2020-03-21 16:00:00+00:00,10030.254702330505
2020-03-21 20:00:00+00:00,10030.254702330505
2020-03-22 00:00:00+00:00,10030.254702330505
2020-03-22 04:00:00+00:00,10030.254702330505
2020-03-22 08:00:00+00:00,10030.254702330505
2020-03-22 12:00:00+00:00,10030.254702330505
2020-03-22 16:00:00+00:00,10030.254702330505
2020-03-22 20:00:00+00:00,10030.254702330505
2020-03-23 00:00:00+00:00,10030.254702330505
2020-03-23 04:00:00+00:00,10030.254702330505
2020-03-23 08:00:00+00:00,10030.254702330505
2020-03-23 12:00:00+00:00,10030.254702330505
2020-03-23 16:00:00+00:00,10030.254702330505
2020-03-23 20:00:00+00:00,10030.254702330505
2020-03-24 00:00:00+00:00,10030.254702330505
2020-03-24 04:00:00+00:00,10030.254702330505
2020-03-24 08:00:00+00:00,10030.254702330505
2020-03-24 12:00:00+00:00,10030.254702330505
2020-03-24 16:00:00+00:00,10030.254702330505
2020-03-24 20:00:00+00:00,10030.254702330505
2020-03-25 00:00:00+00:00,10030.254702330505
2020-03-25 04:00:00+00:00,10030.254702330505
2020-03-25 08:00:00+00:00,10030.254702330505
2020-03-25 12:00:00+00:00,10030.254702330505
2020-03-25 16:00:00+00:00,10030.254702330505
2020-03-25 20:00:00+00:00,10030.254702330505
2020-03-26 00:00:00+00:00,10030.254702330505
2020-03-26 04:00:00+00:00,10030.254702330505
2020-03-26 08:00:00+00:00,10030.254702330505
2020-03-26 12:00:00+00:00,10030.254702330505
2020-03-26 16:00:00+00:00,10030.254702330505
2020-03-26 20:00:00+00:00,10030.254702330505
2020-03-27 00:00:00+00:00,10030.254702330505
2020-03-27 04:00:00+00:00,10030.254702330505
2020-03-27 08:00:00+00:00,10030.254702330505
2020-03-27 12:00:00+00:00,10030.254702330505
2020-03-27 16:00:00+00:00,10030.254702330505
2020-03-27 20:00:00+00:00,10030.254702330505
2020-03-28 00:00:00+00:00,10030.254702330505
2020-03-28 04:00:00+00:00,10030.254702330505
2020-03-28 08:00:00+00:00,10030.254702330505
2020-03-28 12:00:00+00:00,10030.254702330505
2020-03-28 16:00:00+00:00,10030.254702330505
2020-03-28 20:00:00+00:00,10030.254702330505
2020-03-29 00:00:00+00:00,10030.254702330505
2020-03-29 04:00:00+00:00,10030.254702330505
2020-03-29 08:00:00+00:00,10030.254702330505
2020-03-29 12:00:00+00:00,10030.254702330505
2020-03-29 16:00:00+00:00,10030.254702330505
2020-03-29 20:00:00+00:00,10030.254702330505
2020-03-30 00:00:00+00:00,10030.254702330505
2020-03-30 04:00:00+00:00,10030.254702330505
2020-03-30 08:00:00+00:00,10030.254702330505
2020-03-30 12:00:00+00:00,10030.254702330505
2020-03-30 16:00:00+00:00,10030.254702330505
2020-03-30 20:00:00+00:00,10030.254702330505
2020-03-31 00:00:00+00:00,10030.254702330505
2020-03-31 04:00:00+00:00,10030.254702330505
2020-03-31 08:00:00+00:00,10030.254702330505
2020-03-31 12:00:00+00:00,10030.254702330505
2020-03-31 16:00:00+00:00,10030.254702330505
2020-03-31 20:00:00+00:00,10030.254702330505
2020-04-01 00:00:00+00:00,10030.254702330505
2020-04-01 04:00:00+00:00,10030.254702330505
2020-04-01 08:00:00+00:00,10030.254702330505
2020-04-01 12:00:00+00:00,10030.254702330505
2020-04-01 16:00:00+00:00,10030.254702330505
2020-04-01 20:00:00+00:00,10030.254702330505
2020-04-02 00:00:00+00:00,10030.254702330505
2020-04-02 04:00:00+00:00,10030.254702330505
2020-04-02 08:00:00+00:00,10030.254702330505
2020-04-02 12:00:00+00:00,10030.254702330505
2020-04-02 16:00:00+00:00,10030.254702330505
2020-04-02 20:00:00+00:00,10030.254702330505
2020-04-03 00:00:00+00:00,10030.254702330505
2020-04-03 04:00:00+00:00,10030.254702330505
2020-04-03 08:00:00+00:00,10030.254702330505
2020-04-03 12:00:00+00:00,10030.254702330505
2020-04-03 16:00:00+00:00,10030.254702330505
2020-04-03 20:00:00+00:00,10030.254702330505
2020-04-04 00:00:00+00:00,10030.254702330505
2020-04-04 04:00:00+00:00,10030.254702330505
2020-04-04 08:00:00+00:00,10030.254702330505
2020-04-04 12:00:00+00:00,10027.148717605703
2020-04-04 16:00:00+00:00,10030.440131431404
2020-04-04 20:00:00+00:00,10032.132618112613
2020-04-05 00:00:00+00:00,10043.236705228202
2020-04-05 04:00:00+00:00,10023.64796743673
2020-04-05 08:00:00+00:00,10019.477110428486
2020-04-05 12:00:00+00:00,10019.99595966521
2020-04-05 16:00:00+00:00,10020.60253998929
2020-04-05 20:00:00+00:00,10021.509661325013
2020-04-06 00:00:00+00:00,10019.329652808325
2020-04-06 04:00:00+00:00,10026.76242006255
