,main_v43,xuyujian_v71_ref,wzy_v71_live
2020-01-07 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-07 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-07 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-07 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-07 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-08 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-08 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-08 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-08 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-08 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-08 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-09 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-09 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-09 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-09 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-09 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-09 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-10 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-10 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-10 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-10 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-10 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-10 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-11 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-11 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-11 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-11 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-11 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-11 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-12 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-12 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-12 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-12 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-12 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-12 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-13 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-13 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-13 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-13 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-13 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-13 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-14 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-14 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-14 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-14 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-14 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-14 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-15 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-15 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-15 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-15 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-15 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-15 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-16 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-16 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-16 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-16 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-16 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-16 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-17 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-17 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-17 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-17 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-17 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-17 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-18 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-18 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-18 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-18 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-18 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-18 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-19 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-19 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-19 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-19 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-19 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-19 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-20 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-20 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-20 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-20 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-20 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-20 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-21 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-21 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-21 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-21 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-21 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-21 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-22 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-22 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-22 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-22 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-22 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-22 20:00:00+00:00,10000.0,10000.0,10000.0
2020-01-23 00:00:00+00:00,10000.0,10000.0,10000.0
2020-01-23 04:00:00+00:00,10000.0,10000.0,10000.0
2020-01-23 08:00:00+00:00,10000.0,10000.0,10000.0
2020-01-23 12:00:00+00:00,10000.0,10000.0,10000.0
2020-01-23 16:00:00+00:00,10000.0,10000.0,10000.0
2020-01-23 20:00:00+00:00,10000.0,9997.583339104047,10000.0
2020-01-24 00:00:00+00:00,10000.0,9984.160098789656,10000.0
2020-01-24 04:00:00+00:00,10000.0,10018.121402100705,10000.0
2020-01-24 08:00:00+00:00,10000.0,10013.866054876155,10000.0
2020-01-24 12:00:00+00:00,10000.0,9985.45244579737,10000.0
2020-01-24 16:00:00+00:00,10000.0,9948.722054794149,10000.0
2020-01-24 20:00:00+00:00,10000.0,9950.492748510505,10000.0
2020-01-25 00:00:00+00:00,10000.0,9948.528013408135,10000.0
2020-01-25 04:00:00+00:00,10000.0,9948.528013408135,10000.0
2020-01-25 08:00:00+00:00,10000.0,9948.528013408135,10000.0
2020-01-25 12:00:00+00:00,10000.0,9948.528013408135,10000.0
2020-01-25 16:00:00+00:00,10000.0,9948.528013408135,10000.0
2020-01-25 20:00:00+00:00,10000.0,9948.528013408135,10000.0
2020-01-26 00:00:00+00:00,10000.0,9948.528013408135,10000.0
2020-01-26 04:00:00+00:00,10000.0,9948.528013408135,10000.0
2020-01-26 08:00:00+00:00,10000.0,9948.528013408135,10000.0
2020-01-26 12:00:00+00:00,10000.0,9948.528013408135,10000.0
2020-01-26 16:00:00+00:00,10000.0,9948.528013408135,10000.0
2020-01-26 20:00:00+00:00,10000.0,9948.528013408135,10000.0
2020-01-27 00:00:00+00:00,10037.405863555148,9948.528013408135,10000.0
2020-01-27 04:00:00+00:00,10081.040095818455,9948.528013408135,10000.0
2020-01-27 08:00:00+00:00,10071.858198452745,9948.528013408135,10000.0
2020-01-27 12:00:00+00:00,10130.667464239325,9948.528013408135,10000.0
2020-01-27 16:00:00+00:00,10241.972954622548,9948.528013408135,10000.0
2020-01-27 20:00:00+00:00,10639.59576412083,10432.40958342882,10443.394445210963
2020-01-28 00:00:00+00:00,10579.221933719327,10358.882062981667,10376.01908694921
2020-01-28 04:00:00+00:00,11106.329580315754,11000.831033342258,11012.487214347522
2020-01-28 08:00:00+00:00,10857.836667321451,10698.887405910944,11006.785068333456
2020-01-28 12:00:00+00:00,10946.974041123232,10806.429088801036,11112.646830701578
2020-01-28 16:00:00+00:00,10904.933046489678,10746.950813823036,11153.188656000946
2020-01-28 20:00:00+00:00,10866.036476493384,10699.565394955085,10833.102827826682
2020-01-29 00:00:00+00:00,11118.789421711705,11056.28127591504,10930.731630017917
2020-01-29 04:00:00+00:00,10908.388530651984,10805.850877623607,10930.731630017917
2020-01-29 08:00:00+00:00,10939.544453133434,10845.638334665744,10930.731630017917
2020-01-29 12:00:00+00:00,10883.52104944371,10766.13206715398,10930.731630017917
2020-01-29 16:00:00+00:00,10864.07483978731,10738.53475165358,10930.731630017917
2020-01-29 20:00:00+00:00,10952.091244489822,10863.444260123608,11027.851334304494
2020-01-30 00:00:00+00:00,10874.32184721027,10753.076911888558,10931.268262473484
2020-01-30 04:00:00+00:00,10854.486859832301,10724.927857944973,10906.634870963358
2020-01-30 08:00:00+00:00,10945.867901036801,10854.612329594473,11020.12246345326
2020-01-30 12:00:00+00:00,10788.40138997886,10664.5838575208,10853.510640278433
2020-01-30 16:00:00+00:00,10835.206358031686,10728.59583155201,10909.638628223642
2020-01-30 20:00:00+00:00,11162.662520373131,11126.636343318396,11258.02352314134
2020-01-31 00:00:00+00:00,11181.400408368721,11150.198428382535,11278.686647143591
2020-01-31 04:00:00+00:00,10965.289323061977,10887.801069518668,11049.44533653739
2020-01-31 08:00:00+00:00,10922.878553615781,10826.245408226716,10992.32577337933
2020-01-31 12:00:00+00:00,10822.120111031874,10703.525092745338,10878.712503608052
2020-01-31 16:00:00+00:00,10823.85837782907,10706.115671288611,10825.752139829641
2020-01-31 20:00:00+00:00,10801.190742129602,10674.036117121217,10825.752139829641
2020-02-01 00:00:00+00:00,10830.509339763752,10680.071467225036,10825.752139829641
2020-02-01 04:00:00+00:00,10878.458150657345,10680.071467225036,10825.752139829641
2020-02-01 08:00:00+00:00,10870.791360127334,10680.071467225036,10825.752139829641
2020-02-01 12:00:00+00:00,10824.056125420608,10604.305931116314,10755.75921599587
2020-02-01 16:00:00+00:00,10813.277379666157,10588.163435493565,10740.84662480152
2020-02-01 20:00:00+00:00,10830.011337804634,10613.224593086052,10763.998360863152
2020-02-02 00:00:00+00:00,10841.272383152853,10630.089391586953,10779.57822233541
2020-02-02 04:00:00+00:00,10765.960075264917,10517.299960597886,10675.382271802655
2020-02-02 08:00:00+00:00,10787.559982466893,10542.156381610184,10661.210607768162
2020-02-02 12:00:00+00:00,10787.447004530703,10680.176921042794,10786.04313734403
2020-02-02 16:00:00+00:00,10787.447004530703,10702.255957704452,10806.429318580957
2020-02-02 20:00:00+00:00,10749.269530785934,10655.485521013103,10801.667764944621
2020-02-03 00:00:00+00:00,10675.656437146781,10549.277057895748,10801.667764944621
2020-02-03 04:00:00+00:00,10674.813236727783,10561.740068210838,10801.667764944621
2020-02-03 08:00:00+00:00,10669.853463427486,10556.977556218337,10801.667764944621
2020-02-03 12:00:00+00:00,10665.401614818185,10551.270058001284,10801.667764944621
2020-02-03 16:00:00+00:00,10649.417103368134,10530.777094603785,10801.667764944621
2020-02-03 20:00:00+00:00,10673.704863683215,10556.045698993776,10801.667764944621
2020-02-04 00:00:00+00:00,10681.428163761782,10541.620232044173,10801.667764944621
2020-02-04 04:00:00+00:00,10681.428163761782,10529.751766671347,10801.667764944621
2020-02-04 08:00:00+00:00,10681.428163761782,10528.385539670846,10801.667764944621
2020-02-04 12:00:00+00:00,10681.428163761782,10504.002595476259,10801.667764944621
2020-02-04 16:00:00+00:00,10681.428163761782,10504.862746506182,10801.667764944621
2020-02-04 20:00:00+00:00,10681.428163761782,10504.862746506182,10801.667764944621
2020-02-05 00:00:00+00:00,10681.428163761782,10504.862746506182,10801.667764944621
2020-02-05 04:00:00+00:00,10681.428163761782,10504.862746506182,10801.667764944621
2020-02-05 08:00:00+00:00,10681.428163761782,10504.862746506182,10801.667764944621
2020-02-05 12:00:00+00:00,10681.428163761782,10504.862746506182,10801.667764944621
2020-02-05 16:00:00+00:00,10681.428163761782,10504.862746506182,10801.667764944621
2020-02-05 20:00:00+00:00,10681.428163761782,10504.862746506182,10801.667764944621
2020-02-06 00:00:00+00:00,10681.428163761782,10504.862746506182,10801.667764944621
2020-02-06 04:00:00+00:00,10681.428163761782,10543.19910623474,10801.667764944621
2020-02-06 08:00:00+00:00,10681.428163761782,10520.293353422896,10782.528252560121
2020-02-06 12:00:00+00:00,10681.428163761782,10583.595074200475,10841.673799751292
2020-02-06 16:00:00+00:00,10681.428163761782,10669.560037507776,10921.994598801042
2020-02-06 20:00:00+00:00,10681.428163761782,10626.474678476314,10881.738076473668
2020-02-07 00:00:00+00:00,10689.964853575677,10649.652539082213,10903.394158352918
2020-02-07 04:00:00+00:00,10693.091083198751,10654.406713163386,10907.836189691387
2020-02-07 08:00:00+00:00,10705.975753637742,10674.000912448484,10926.143901144636
2020-02-07 12:00:00+00:00,10710.563122602412,10680.977095666649,10932.662052131303
2020-02-07 16:00:00+00:00,10706.473493281223,10674.757843703548,10926.851134893053
2020-02-07 20:00:00+00:00,10602.218376835723,10551.473925978873,10811.609534149155
2020-02-08 00:00:00+00:00,10630.322499677786,10591.520336818643,10848.869593962712
2020-02-08 04:00:00+00:00,10373.85678405877,10278.267337882597,10556.375107242162
2020-02-08 08:00:00+00:00,10421.514271942748,10333.365134182191,10617.044890572035
2020-02-08 12:00:00+00:00,10488.570527932647,10413.289359356808,10695.039523643412
2020-02-08 16:00:00+00:00,10514.294084339712,10447.542733934019,10726.14043035841
2020-02-08 20:00:00+00:00,10531.167337911722,10471.538713399133,10748.615050894898
2020-02-09 00:00:00+00:00,10551.689195862962,10500.723486797004,10775.94949283815
2020-02-09 04:00:00+00:00,10662.90915860848,10658.892860045751,10924.090836659021
2020-02-09 08:00:00+00:00,10718.891905053399,10738.507667489961,10933.244883857798
2020-02-09 12:00:00+00:00,10702.935084559358,10715.814976049665,10933.244883857798
2020-02-09 16:00:00+00:00,10693.405998448956,10702.263365884464,10933.244883857798
2020-02-09 20:00:00+00:00,10670.896581940538,10670.252023554869,10933.244883857798
2020-02-10 00:00:00+00:00,10724.826532048899,10746.947485389299,10933.244883857798
2020-02-10 04:00:00+00:00,10653.01282411865,10643.872476464729,10864.054726330727
2020-02-10 08:00:00+00:00,10432.364135399323,10507.02215732294,10724.680452231363
2020-02-10 12:00:00+00:00,10432.364135399323,10468.788027949919,10717.269950166821
2020-02-10 16:00:00+00:00,10432.364135399323,10468.251094750936,10717.269950166821
2020-02-10 20:00:00+00:00,10432.364135399323,10468.251094750936,10717.269950166821
2020-02-11 00:00:00+00:00,10432.364135399323,10468.251094750936,10717.269950166821
2020-02-11 04:00:00+00:00,10432.364135399323,10468.251094750936,10717.269950166821
2020-02-11 08:00:00+00:00,10432.364135399323,10468.251094750936,10717.269950166821
2020-02-11 12:00:00+00:00,10432.364135399323,10468.251094750936,10717.269950166821
2020-02-11 16:00:00+00:00,10432.364135399323,10468.251094750936,10717.269950166821
2020-02-11 20:00:00+00:00,10449.005888836968,10468.251094750936,10717.269950166821
2020-02-12 00:00:00+00:00,10432.448174111967,10468.251094750936,10717.269950166821
2020-02-12 04:00:00+00:00,10448.970911173918,10510.07177277385,10717.269950166821
2020-02-12 08:00:00+00:00,10506.155245561416,10591.95973961675,10792.984830112178
2020-02-12 12:00:00+00:00,10485.648754181237,10562.594443960334,10765.260053766176
2020-02-12 16:00:00+00:00,10466.606885549985,10535.326488080384,10739.515447376727
2020-02-12 20:00:00+00:00,10460.989148954699,10527.281889275931,10731.9202674999
2020-02-13 00:00:00+00:00,10467.72684418595,10536.930268847083,10741.02963145255
2020-02-13 04:00:00+00:00,10497.725450001544,10579.888272375016,10781.587746515235
2020-02-13 08:00:00+00:00,10468.053745282794,10537.398391217765,10741.471601735484
2020-02-13 12:00:00+00:00,10348.733391307327,10366.531644324896,10573.16794805459
2020-02-13 16:00:00+00:00,10409.595105219827,10453.685618647596,10573.16794805459
2020-02-13 20:00:00+00:00,10405.938560584083,10448.449446729212,10573.16794805459
2020-02-14 00:00:00+00:00,10389.331802652836,10424.668569371663,10573.16794805459
2020-02-14 04:00:00+00:00,10405.06619625204,10447.200221005724,10573.16794805459
2020-02-14 08:00:00+00:00,10319.51148581454,10324.685875659225,10454.06485185447
2020-02-14 12:00:00+00:00,10337.751619266068,10346.347503338393,10479.185434845895
2020-02-14 16:00:00+00:00,10318.540331379265,10318.133989326014,10453.936847685229
2020-02-14 20:00:00+00:00,10366.722651196163,10387.186725748095,10517.664621845905
2020-02-15 00:00:00+00:00,10365.917189061984,10386.032373598575,10516.599286901945
2020-02-15 04:00:00+00:00,10325.579900656683,10328.222783798466,10463.247650544134
2020-02-15 08:00:00+00:00,10295.582100370713,10285.231283923385,10423.571415584793
2020-02-15 12:00:00+00:00,10294.590112142885,10283.58823428221,10422.06440186221
2020-02-15 16:00:00+00:00,10256.293116434776,10240.868509917409,10401.653817648383
2020-02-15 20:00:00+00:00,10256.293116434776,10238.813234142412,10401.653817648383
2020-02-16 00:00:00+00:00,10256.293116434776,10238.813234142412,10401.653817648383
2020-02-16 04:00:00+00:00,10256.293116434776,10238.813234142412,10401.653817648383
2020-02-16 08:00:00+00:00,10256.293116434776,10238.813234142412,10401.653817648383
2020-02-16 12:00:00+00:00,10256.293116434776,10238.813234142412,10401.653817648383
2020-02-16 16:00:00+00:00,10256.293116434776,10238.813234142412,10401.653817648383
2020-02-16 20:00:00+00:00,10256.293116434776,10238.813234142412,10401.653817648383
2020-02-17 00:00:00+00:00,10256.293116434776,10238.813234142412,10401.653817648383
2020-02-17 04:00:00+00:00,10256.293116434776,10238.813234142412,10401.653817648383
2020-02-17 08:00:00+00:00,10256.293116434776,10238.813234142412,10401.653817648383
2020-02-17 12:00:00+00:00,10256.293116434776,10238.813234142412,10401.653817648383
2020-02-17 16:00:00+00:00,10256.293116434776,10238.813234142412,10401.653817648383
2020-02-17 20:00:00+00:00,10256.293116434776,10238.813234142412,10401.653817648383
2020-02-18 00:00:00+00:00,10256.293116434776,10238.813234142412,10401.653817648383
2020-02-18 04:00:00+00:00,10256.293116434776,10238.813234142412,10401.653817648383
2020-02-18 08:00:00+00:00,10256.293116434776,10238.813234142412,10401.653817648383
2020-02-18 12:00:00+00:00,10256.293116434776,10238.813234142412,10401.653817648383
2020-02-18 16:00:00+00:00,10256.293116434776,10238.813234142412,10401.653817648383
2020-02-18 20:00:00+00:00,10256.293116434776,10238.813234142412,10401.653817648383
2020-02-19 00:00:00+00:00,10256.293116434776,10238.813234142412,10401.653817648383
2020-02-19 04:00:00+00:00,10248.798971320475,10238.813234142412,10401.653817648383
2020-02-19 08:00:00+00:00,10239.841483318092,10238.813234142412,10401.653817648383
2020-02-19 12:00:00+00:00,10287.28466028697,10238.813234142412,10401.653817648383
2020-02-19 16:00:00+00:00,10252.891471347912,10238.813234142412,10401.653817648383
2020-02-19 20:00:00+00:00,10274.898006434043,10238.813234142412,10401.653817648383
2020-02-20 00:00:00+00:00,10111.34430335874,10238.813234142412,10401.653817648383
2020-02-20 04:00:00+00:00,10111.34430335874,10238.813234142412,10401.653817648383
2020-02-20 08:00:00+00:00,10111.34430335874,10238.813234142412,10401.653817648383
2020-02-20 12:00:00+00:00,10111.34430335874,10238.813234142412,10401.653817648383
2020-02-20 16:00:00+00:00,10111.34430335874,10238.813234142412,10401.653817648383
2020-02-20 20:00:00+00:00,10111.34430335874,10238.813234142412,10401.653817648383
2020-02-21 00:00:00+00:00,10111.34430335874,10238.813234142412,10401.653817648383
2020-02-21 04:00:00+00:00,10111.34430335874,10238.813234142412,10401.653817648383
2020-02-21 08:00:00+00:00,10111.34430335874,10238.813234142412,10401.653817648383
2020-02-21 12:00:00+00:00,10111.34430335874,10238.813234142412,10401.653817648383
2020-02-21 16:00:00+00:00,10111.34430335874,10238.813234142412,10401.653817648383
2020-02-21 20:00:00+00:00,10111.34430335874,10238.813234142412,10401.653817648383
2020-02-22 00:00:00+00:00,10111.34430335874,10238.813234142412,10401.653817648383
2020-02-22 04:00:00+00:00,10111.34430335874,10238.813234142412,10401.653817648383
2020-02-22 08:00:00+00:00,10111.34430335874,10238.813234142412,10401.653817648383
2020-02-22 12:00:00+00:00,10111.34430335874,10238.813234142412,10401.653817648383
2020-02-22 16:00:00+00:00,10111.34430335874,10238.813234142412,10401.653817648383
2020-02-22 20:00:00+00:00,10111.34430335874,10238.813234142412,10401.653817648383
2020-02-23 00:00:00+00:00,10111.34430335874,10238.813234142412,10401.653817648383
2020-02-23 04:00:00+00:00,10111.34430335874,10238.813234142412,10401.653817648383
2020-02-23 08:00:00+00:00,10111.34430335874,10238.813234142412,10401.653817648383
2020-02-23 12:00:00+00:00,10111.34430335874,10238.813234142412,10401.653817648383
2020-02-23 16:00:00+00:00,10117.29455437701,10238.813234142412,10401.653817648383
2020-02-23 20:00:00+00:00,10121.285697376226,10238.813234142412,10401.653817648383
2020-02-24 00:00:00+00:00,10130.413527790733,10238.813234142412,10401.653817648383
2020-02-24 04:00:00+00:00,10038.672836071075,10238.813234142412,10401.653817648383
2020-02-24 08:00:00+00:00,10036.188609706589,10238.813234142412,10401.653817648383
2020-02-24 12:00:00+00:00,10036.188609706589,10238.813234142412,10401.653817648383
2020-02-24 16:00:00+00:00,10036.188609706589,10238.813234142412,10401.653817648383
2020-02-24 20:00:00+00:00,10036.188609706589,10238.813234142412,10401.653817648383
2020-02-25 00:00:00+00:00,10036.188609706589,10238.813234142412,10401.653817648383
2020-02-25 04:00:00+00:00,10036.188609706589,10238.813234142412,10401.653817648383
2020-02-25 08:00:00+00:00,10036.188609706589,10238.813234142412,10401.653817648383
2020-02-25 12:00:00+00:00,10036.188609706589,10238.813234142412,10401.653817648383
2020-02-25 16:00:00+00:00,10036.188609706589,10238.813234142412,10401.653817648383
2020-02-25 20:00:00+00:00,10036.188609706589,10238.813234142412,10401.653817648383
2020-02-26 00:00:00+00:00,10036.188609706589,10238.813234142412,10401.653817648383
2020-02-26 04:00:00+00:00,10036.188609706589,10238.813234142412,10401.653817648383
2020-02-26 08:00:00+00:00,10036.188609706589,10243.601427249629,10401.653817648383
2020-02-26 12:00:00+00:00,10036.188609706589,10241.16518352898,10401.255331216642
2020-02-26 16:00:00+00:00,10036.188609706589,10283.511833079629,10427.948549999543
2020-02-26 20:00:00+00:00,10036.188609706589,10326.590969148147,10455.103491801488
2020-02-27 00:00:00+00:00,10036.188609706589,10338.439993417747,10462.572526555088
2020-02-27 04:00:00+00:00,10036.188609706589,10351.39962879004,10487.362207906403
2020-02-27 08:00:00+00:00,10036.188609706589,10331.502004023821,10487.362207906403
2020-02-27 12:00:00+00:00,10036.188609706589,10333.916080767423,10487.362207906403
2020-02-27 16:00:00+00:00,10036.188609706589,10323.999828166634,10487.362207906403
2020-02-27 20:00:00+00:00,10036.188609706589,10307.690560724433,10487.362207906403
2020-02-28 00:00:00+00:00,10036.188609706589,10330.251194371473,10487.362207906403
2020-02-28 04:00:00+00:00,10036.188609706589,10326.12716200358,10487.362207906403
2020-02-28 08:00:00+00:00,10036.188609706589,10354.23035812734,10487.362207906403
2020-02-28 12:00:00+00:00,10036.188609706589,10391.898194106261,10487.362207906403
2020-02-28 16:00:00+00:00,10036.188609706589,10358.269077037061,10487.362207906403
2020-02-28 20:00:00+00:00,10036.188609706589,10394.041000184738,10487.362207906403
2020-02-29 00:00:00+00:00,10036.188609706589,10364.181830803087,10487.362207906403
2020-02-29 04:00:00+00:00,10036.188609706589,10359.14991745984,10487.362207906403
2020-02-29 08:00:00+00:00,10036.188609706589,10351.13282700334,10482.239231262622
2020-02-29 12:00:00+00:00,10036.188609706589,10364.961283818271,10493.75397740424
2020-02-29 16:00:00+00:00,10036.188609706589,10377.73600392568,10504.391292980059
2020-02-29 20:00:00+00:00,10036.188609706589,10373.387737294956,10500.770557342023
2020-03-01 00:00:00+00:00,10036.188609706589,10410.755089516146,10531.885784483402
2020-03-01 04:00:00+00:00,10036.188609706589,10387.135449944373,10512.218069042316
2020-03-01 08:00:00+00:00,10036.188609706589,10413.14470632564,10527.917187001285
2020-03-01 12:00:00+00:00,10036.188609706589,10381.370480305031,10508.394465057589
2020-03-01 16:00:00+00:00,10036.188609706589,10409.088838981721,10525.42518073355
2020-03-01 20:00:00+00:00,10036.188609706589,10414.871691503095,10528.978281342292
2020-03-02 00:00:00+00:00,10036.188609706589,10417.024196287193,10530.300823466692
2020-03-02 04:00:00+00:00,10036.188609706589,10395.694620105764,10517.195503932018
2020-03-02 08:00:00+00:00,10036.188609706589,10389.168935887303,10513.185992625378
2020-03-02 12:00:00+00:00,10036.188609706589,10347.09848191428,10487.337061657627
2020-03-02 16:00:00+00:00,10036.188609706589,10324.607540828589,10476.191625215259
2020-03-02 20:00:00+00:00,10036.188609706589,10307.078373945547,10476.191625215259
2020-03-03 00:00:00+00:00,10036.188609706589,10305.087812756787,10476.191625215259
